Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Day],Item.[Item],D Base Forecast LC,D Base Forecast Quantity,D Base Forecast Supply Code,D Buff1 Forecast Quantity,D Buff2 Forecast Quantity,D Forecast Delivery Policy,D Forecast Early Capacity Layer Least,D Forecast Early Capacity Layer Max,D Forecast Fixed Stock Consumption Early Date,D Forecast Fixed Stock Consumption Late Date,D Forecast Force ICMP,D Forecast Is Fixed,D Forecast Is No Fair Share,D Forecast Late Capacity Layer Least,D Forecast Late Capacity Layer Max,D Forecast Quantity Policy,D Forecast Reduce Lead Time,D Is Stock Redevour Forecast
Baseline_v1,DC-Shanghai-CN,Wholesale-NA,2025-06-02,NK-JORDAN-WHT-9,326018.29,1626,SUPP-02,199,41,Priority,975,1463,2025-05-28,2025-06-05,0,1,0,1138,1626,Flexible,0,0
Baseline_v1,DC-Dubai-UAE,DTC-eComm-NA,2025-08-11,NK-DUNK-NVY-S,331876.39,1372,SUPP-05,78,32,Express,823,1234,2025-08-06,2025-08-15,0,0,0,960,1372,Flexible,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-01-20,NK-JACKET-WIND-BLK-S,130263.52,703,SUPP-01,55,36,Economy,421,632,2025-01-15,2025-01-24,0,1,0,492,703,Min-Max,1,0
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2025-09-08,NK-POLO-DRI-NVY-S,122685.69,450,SUPP-05,43,27,Express,270,405,2025-09-02,2025-09-12,0,0,1,315,450,Min-Max,0,0
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2025-02-03,NK-HUARACHE-RED-7,134346.18,1681,SUPP-03,199,71,Express,1008,1512,2025-01-28,2025-02-04,0,0,0,1176,1681,Capped,1,0
Consensus_v1,DC-Dubai-UAE,Wholesale-MEA,2025-09-15,NK-VAPORFLY-NVY-10,139290.39,699,SUPP-02,54,28,Express,419,629,2025-09-09,2025-09-17,0,1,1,489,699,Min-Max,1,0
Consensus_v2,DC-Tokyo-JP,Wholesale-LATAM,2025-01-27,NK-TEE-PRO-NVY-L,136424.28,1328,SUPP-04,166,87,Express,796,1195,2025-01-22,2025-01-28,0,0,1,929,1328,Flexible,1,0
OP_Plan_2025,DC-Shanghai-CN,DTC-eComm-NA,2025-09-22,NK-AIR-MAX-GRY-XL,359213.95,2152,SUPP-03,230,115,Economy,1291,1936,2025-09-17,2025-09-26,0,1,0,1506,2152,Flexible,0,0
Consensus_v1,DC-Tokyo-JP,DTC-eComm-NA,2025-02-10,NK-CORTEZ-PPL-8,237822.3,1440,SUPP-04,185,59,Express,864,1296,2025-02-05,2025-02-12,0,0,0,1007,1440,Flexible,0,0
OP_Plan_2025,DC-Johannesburg-ZA,Retail-EMEA,2025-07-21,NK-DUNK-NVY-S,46017.61,627,SUPP-04,51,49,Standard,376,564,2025-07-15,2025-07-23,1,1,0,438,627,Min-Max,1,0
OP_Plan_2025,DC-Shanghai-CN,DTC-Stores-EMEA,2025-05-19,NK-VAPORFLY-RED-8,82043.29,291,SUPP-05,24,22,Standard,174,261,2025-05-15,2025-05-22,0,0,1,203,291,Min-Max,1,0
Baseline_v1,DC-Laakdal-BE,Wholesale-NA,2025-10-06,NK-CORTEZ-GLD-11,162022.53,1391,SUPP-04,75,48,Standard,834,1251,2025-10-02,2025-10-10,0,1,0,973,1391,Capped,0,0
OP_Plan_2025,DC-Laakdal-BE,DTC-eComm-EMEA,2025-10-13,NK-METCON-OGR-L,9078.88,107,SUPP-03,11,4,Priority,64,96,2025-10-09,2025-10-14,0,0,0,74,107,Fixed,0,0
Consensus_v2,DC-Shanghai-CN,DTC-Stores-NA,2025-01-13,NK-LEBRON-WHT-M,598606.67,2860,SUPP-02,336,157,Economy,1716,2574,2025-01-09,2025-01-15,0,0,0,2001,2860,Fixed,0,0
Consensus_v1,DC-Dubai-UAE,DTC-Stores-NA,2025-07-21,NK-LEBRON-BLK-12,410620.14,1551,SUPP-03,88,106,Priority,930,1395,2025-07-18,2025-07-24,0,0,0,1085,1551,Flexible,0,0
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-12-15,NK-KD-BLK-8,476366.19,2319,SUPP-03,124,175,Standard,1391,2087,2025-12-09,2025-12-16,0,0,1,1623,2319,Capped,0,0
Baseline_v1,DC-Portland-OR,Retail-EMEA,2025-11-17,NK-CORTEZ-WHT-13,69046.04,563,SUPP-03,59,15,Economy,337,506,2025-11-14,2025-11-21,0,0,0,394,563,Fixed,1,1
Baseline_v2,DC-Portland-OR,Wholesale-APAC,2025-06-16,NK-VAPORFLY-BLU-12,816784.62,2981,SUPP-02,170,230,Economy,1788,2682,2025-06-10,2025-06-18,1,0,1,2086,2981,Flexible,0,0
Consensus_v2,DC-Laakdal-BE,Wholesale-APAC,2025-06-09,NK-JACKET-WIND-BLK-L,301609.7,1276,SUPP-02,130,80,Economy,765,1148,2025-06-06,2025-06-10,0,0,0,893,1276,Flexible,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-MEA,2025-06-02,NK-JORDAN-GRN-8,233903.5,788,SUPP-02,49,57,Express,472,709,2025-05-27,2025-06-06,0,0,0,551,788,Capped,0,0
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2025-06-16,NK-AIR-FORCE-NVY-12,305210.35,2363,SUPP-03,314,123,Express,1417,2126,2025-06-11,2025-06-19,0,0,0,1654,2363,Fixed,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-LATAM,2025-07-28,NK-DUNK-OGR-XL,731071.02,2955,SUPP-03,211,102,Priority,1773,2659,2025-07-22,2025-07-29,1,0,1,2068,2955,Fixed,0,0
Consensus_v2,DC-Memphis-TN,DTC-Stores-NA,2025-07-28,NK-FREE-RN-GLD-XL,204773.27,798,SUPP-05,114,50,Priority,478,718,2025-07-25,2025-07-29,0,1,0,558,798,Min-Max,0,0
OP_Plan_2025,DC-Portland-OR,DTC-eComm-EMEA,2025-12-22,NK-FREE-RN-NVY-M,262893.57,1387,SUPP-03,88,29,Priority,832,1248,2025-12-18,2025-12-26,0,0,0,970,1387,Flexible,0,0
Consensus_v1,DC-Dubai-UAE,Wholesale-MEA,2025-10-20,NK-POLO-DRI-BLK-S,222834.49,920,SUPP-01,125,70,Express,552,828,2025-10-17,2025-10-22,0,1,0,644,920,Min-Max,0,0
Baseline_v1,DC-Memphis-TN,DTC-eComm-NA,2025-08-18,NK-VAPORFLY-NVY-10,262081.26,2385,SUPP-02,289,104,Priority,1431,2146,2025-08-13,2025-08-19,0,1,0,1669,2385,Capped,1,0
Baseline_v2,DC-Johannesburg-ZA,Wholesale-APAC,2025-10-06,NK-HUARACHE-GRY-XXL,82603.53,673,SUPP-03,85,50,Express,403,605,2025-10-03,2025-10-08,0,1,0,471,673,Flexible,0,1
Baseline_v2,DC-Tokyo-JP,DTC-eComm-NA,2025-06-23,NK-HUARACHE-NVY-8,300362.22,1923,SUPP-03,287,82,Express,1153,1730,2025-06-20,2025-06-27,0,1,0,1346,1923,Capped,0,0
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2025-08-18,NK-VAPORFLY-BLK-XXL,187384.16,2181,SUPP-05,168,47,Standard,1308,1962,2025-08-13,2025-08-22,0,0,0,1526,2181,Min-Max,1,0
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-LATAM,2025-12-29,NK-JORDAN-WHT-9,466539.88,2659,SUPP-02,331,151,Standard,1595,2393,2025-12-24,2025-12-30,0,0,1,1861,2659,Fixed,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-09-01,NK-JACKET-WIND-WHT-M,217114.02,1960,SUPP-04,221,81,Economy,1176,1764,2025-08-29,2025-09-05,0,0,1,1372,1960,Min-Max,1,0
OP_Plan_2025,DC-Memphis-TN,Wholesale-MEA,2025-02-17,NK-ZOOM-PEGA-WHT-12,191751.52,684,SUPP-02,50,22,Express,410,615,2025-02-11,2025-02-18,0,0,0,478,684,Capped,0,0
Baseline_v2,DC-Johannesburg-ZA,Wholesale-APAC,2025-04-14,NK-FREE-RN-BLU-8,259615.56,1664,SUPP-01,129,69,Priority,998,1497,2025-04-10,2025-04-15,0,0,0,1164,1664,Capped,0,0
Consensus_v1,DC-Shanghai-CN,Retail-EMEA,2025-07-07,NK-CORTEZ-NVY-13,201716.91,759,SUPP-02,91,35,Express,455,683,2025-07-03,2025-07-08,0,1,0,531,759,Flexible,1,0
Consensus_v2,DC-Memphis-TN,Wholesale-NA,2025-08-25,NK-KD-BLK-L,119412.72,1060,SUPP-04,121,75,Priority,636,954,2025-08-21,2025-08-26,0,0,1,742,1060,Flexible,0,0
Consensus_v2,DC-Portland-OR,Wholesale-NA,2025-08-11,NK-LEGGING-EPIC-BLK-XL,121357.44,964,SUPP-05,143,23,Economy,578,867,2025-08-06,2025-08-14,0,1,0,674,964,Fixed,0,0
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-05-19,NK-CORTEZ-WHT-S,434884.16,2199,SUPP-01,329,54,Priority,1319,1979,2025-05-16,2025-05-22,0,1,1,1539,2199,Min-Max,1,0
OP_Plan_2025,DC-Memphis-TN,Wholesale-APAC,2025-08-04,NK-ZOOM-PEGA-BLU-L,185181.72,1216,SUPP-03,150,73,Priority,729,1094,2025-07-29,2025-08-06,0,1,0,851,1216,Min-Max,0,0
Baseline_v1,DC-Shanghai-CN,DTC-Stores-NA,2025-06-09,NK-LEBRON-BLK-8,471024.61,2388,SUPP-04,319,160,Standard,1432,2149,2025-06-04,2025-06-10,0,0,0,1671,2388,Fixed,1,1
OP_Plan_2025,DC-Dubai-UAE,Wholesale-NA,2025-01-06,NK-KD-BLK-13,222506.67,1089,SUPP-04,142,39,Standard,653,980,2025-01-03,2025-01-07,0,1,0,762,1089,Fixed,0,1
Consensus_v1,DC-Johannesburg-ZA,Retail-EMEA,2025-08-18,NK-DUNK-WHT-S,241155.38,1556,SUPP-05,112,33,Express,933,1400,2025-08-13,2025-08-19,0,1,1,1089,1556,Flexible,0,0
OP_Plan_2025,DC-Laakdal-BE,Retail-APAC,2025-06-02,NK-JORDAN-GRY-11,157703.01,940,SUPP-03,65,46,Express,564,846,2025-05-29,2025-06-03,0,1,0,658,940,Fixed,0,0
Consensus_v2,DC-Laakdal-BE,Wholesale-NA,2025-02-17,NK-KD-GRN-8,349376.66,2391,SUPP-02,219,177,Economy,1434,2151,2025-02-12,2025-02-18,0,1,0,1673,2391,Flexible,1,0
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2025-04-14,NK-METCON-BLK-13,352861.38,2545,SUPP-03,131,94,Economy,1527,2290,2025-04-10,2025-04-18,0,1,0,1781,2545,Flexible,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-APAC,2025-02-10,NK-REACT-NVY-S,564480.98,2746,SUPP-03,215,191,Standard,1647,2471,2025-02-06,2025-02-11,0,1,0,1922,2746,Flexible,0,0
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-NA,2025-06-30,NK-CORTEZ-RED-7,516163.43,2350,SUPP-03,293,164,Economy,1410,2115,2025-06-26,2025-07-03,0,1,1,1645,2350,Min-Max,1,1
Consensus_v2,DC-Laakdal-BE,Wholesale-APAC,2025-06-23,NK-FREE-RN-BLU-10,634547.73,2468,SUPP-05,319,187,Economy,1480,2221,2025-06-17,2025-06-25,0,0,0,1727,2468,Fixed,1,0
Consensus_v1,DC-Memphis-TN,DTC-eComm-NA,2025-02-17,NK-ALPHAFLY-OGR-12,371199.52,2099,SUPP-04,265,56,Standard,1259,1889,2025-02-11,2025-02-20,0,0,1,1469,2099,Flexible,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-EMEA,2025-12-01,NK-POLO-DRI-BLK-S,190133.41,1138,SUPP-02,78,62,Economy,682,1024,2025-11-26,2025-12-04,1,0,0,796,1138,Capped,0,0
Consensus_v1,DC-Laakdal-BE,DTC-Stores-NA,2025-11-24,NK-VAPORFLY-OGR-XL,228368.82,1059,SUPP-01,113,68,Economy,635,953,2025-11-21,2025-11-28,0,0,0,741,1059,Capped,0,0
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-APAC,2025-09-29,NK-METCON-WHT-12,173252.32,599,SUPP-01,41,30,Priority,359,539,2025-09-24,2025-10-02,0,1,1,419,599,Fixed,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-LATAM,2025-05-12,NK-ZOOM-PEGA-BLU-9,142984.33,1445,SUPP-03,137,67,Express,867,1300,2025-05-08,2025-05-13,0,0,0,1011,1445,Fixed,0,0
Baseline_v1,DC-Laakdal-BE,DTC-eComm-NA,2025-02-17,NK-DUNK-WHT-11,555998.31,1876,SUPP-01,238,88,Express,1125,1688,2025-02-12,2025-02-19,0,1,0,1313,1876,Min-Max,0,0
OP_Plan_2025,DC-Portland-OR,DTC-eComm-NA,2025-11-10,NK-JORDAN-PPL-12,35939.01,142,SUPP-01,15,3,Economy,85,127,2025-11-06,2025-11-14,1,0,1,99,142,Min-Max,0,0
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-NA,2025-03-24,NK-AIR-FORCE-GLD-8,219041.44,2612,SUPP-05,186,113,Priority,1567,2350,2025-03-20,2025-03-25,0,0,0,1828,2612,Fixed,0,0
Consensus_v1,DC-Sao-Paulo-BR,Retail-APAC,2025-11-03,NK-AIR-FORCE-GLD-10,127130.67,974,SUPP-05,94,37,Express,584,876,2025-10-29,2025-11-04,0,0,0,681,974,Fixed,0,0
Consensus_v1,DC-Johannesburg-ZA,DTC-Stores-NA,2025-01-20,NK-HUARACHE-GRY-XXL,320478.57,2951,SUPP-04,413,199,Economy,1770,2655,2025-01-16,2025-01-22,0,0,0,2065,2951,Flexible,1,0
OP_Plan_2025,DC-Portland-OR,DTC-Stores-NA,2025-06-16,NK-FREE-RN-BLU-10,34966.23,121,SUPP-02,16,5,Economy,72,108,2025-06-12,2025-06-18,0,0,0,84,121,Fixed,0,0
OP_Plan_2025,DC-Portland-OR,DTC-eComm-EMEA,2025-09-01,NK-METCON-RED-S,371502.81,2687,SUPP-01,323,156,Priority,1612,2418,2025-08-28,2025-09-05,1,1,0,1880,2687,Min-Max,0,1
Baseline_v2,DC-Dubai-UAE,Retail-APAC,2025-01-06,NK-AIR-FORCE-RED-M,126669.91,1309,SUPP-02,70,50,Economy,785,1178,2025-01-01,2025-01-10,0,0,1,916,1309,Capped,1,0
Consensus_v1,DC-Portland-OR,Wholesale-MEA,2025-06-30,NK-REACT-GRN-L,479145.09,2300,SUPP-03,177,106,Standard,1380,2070,2025-06-26,2025-07-04,0,0,1,1610,2300,Min-Max,0,1
Consensus_v2,DC-Dubai-UAE,DTC-eComm-EMEA,2025-01-20,NK-LEBRON-OGR-M,462490.15,2769,SUPP-03,312,122,Express,1661,2492,2025-01-17,2025-01-22,0,0,0,1938,2769,Capped,0,0
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2025-01-13,NK-AIR-MAX-NVY-9,94252.19,370,SUPP-02,43,10,Economy,222,333,2025-01-10,2025-01-17,0,0,0,259,370,Flexible,0,0
Consensus_v1,DC-Memphis-TN,DTC-eComm-EMEA,2025-09-08,NK-ZOOM-PEGA-BLU-10,735640.75,2544,SUPP-05,380,66,Standard,1526,2289,2025-09-05,2025-09-11,0,1,0,1780,2544,Flexible,0,0
OP_Plan_2025,DC-Portland-OR,Retail-EMEA,2025-05-05,NK-KD-GRY-7,210914.41,2548,SUPP-02,186,77,Standard,1528,2293,2025-05-01,2025-05-07,0,0,0,1783,2548,Flexible,0,0
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-EMEA,2025-02-10,NK-ZOOM-PEGA-GLD-M,106923.06,606,SUPP-03,79,45,Express,363,545,2025-02-05,2025-02-12,0,0,1,424,606,Min-Max,0,0
Consensus_v2,DC-Dubai-UAE,DTC-eComm-NA,2025-01-13,NK-ZOOM-PEGA-GLD-S,93960.31,1127,SUPP-04,120,41,Priority,676,1014,2025-01-08,2025-01-16,0,1,0,788,1127,Min-Max,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-NA,2025-12-29,NK-VAPORFLY-BLU-XXL,402774.52,1387,SUPP-02,69,77,Express,832,1248,2025-12-25,2025-12-31,0,0,0,970,1387,Flexible,0,0
Consensus_v1,DC-Portland-OR,DTC-eComm-EMEA,2025-12-08,NK-AIR-MAX-GRY-M,113135.09,1423,SUPP-02,164,98,Priority,853,1280,2025-12-05,2025-12-12,0,1,0,996,1423,Capped,0,0
Consensus_v2,DC-Dubai-UAE,Wholesale-LATAM,2025-06-16,NK-ZOOM-PEGA-GLD-13,17489.67,79,SUPP-04,8,4,Standard,47,71,2025-06-10,2025-06-17,0,1,1,55,79,Flexible,0,0
Baseline_v2,DC-Portland-OR,DTC-eComm-NA,2025-12-15,NK-JACKET-WIND-WHT-L,306247.72,1481,SUPP-02,109,48,Express,888,1332,2025-12-10,2025-12-18,0,1,0,1036,1481,Flexible,0,0
Baseline_v2,DC-Tokyo-JP,Wholesale-NA,2025-04-28,NK-TEE-PRO-GRY-M,614179.71,2798,SUPP-03,390,152,Priority,1678,2518,2025-04-24,2025-04-30,0,1,0,1958,2798,Capped,0,0
Consensus_v2,DC-Portland-OR,DTC-eComm-NA,2025-06-30,NK-JACKET-WIND-BLK-M,562818.46,2065,SUPP-04,137,109,Standard,1239,1858,2025-06-26,2025-07-04,0,0,0,1445,2065,Fixed,0,0
OP_Plan_2025,DC-Portland-OR,DTC-Stores-EMEA,2025-06-02,NK-METCON-GLD-S,421038.25,1517,SUPP-01,81,107,Economy,910,1365,2025-05-27,2025-06-06,1,1,0,1061,1517,Capped,0,0
Baseline_v2,DC-Tokyo-JP,Wholesale-LATAM,2025-10-13,NK-AIR-FORCE-NVY-11,354518.28,2518,SUPP-03,232,136,Standard,1510,2266,2025-10-09,2025-10-14,0,0,0,1762,2518,Fixed,0,1
Consensus_v2,DC-Memphis-TN,Wholesale-APAC,2025-05-05,NK-CORTEZ-WHT-11,267647.8,1443,SUPP-01,124,110,Standard,865,1298,2025-05-01,2025-05-07,0,0,0,1010,1443,Fixed,0,0
Consensus_v2,DC-Tokyo-JP,DTC-eComm-NA,2025-07-28,NK-ALPHAFLY-BLU-12,80731.71,715,SUPP-03,49,20,Express,429,643,2025-07-25,2025-08-01,1,0,0,500,715,Capped,1,0
OP_Plan_2025,DC-Shanghai-CN,DTC-eComm-NA,2025-04-07,NK-ALPHAFLY-BLU-L,219832.25,2422,SUPP-04,341,164,Express,1453,2179,2025-04-02,2025-04-09,0,0,0,1695,2422,Flexible,0,0
Baseline_v2,DC-Johannesburg-ZA,Wholesale-MEA,2025-12-29,NK-VAPORFLY-GRN-XXL,625924.16,2238,SUPP-03,130,122,Standard,1342,2014,2025-12-25,2025-12-31,0,1,1,1566,2238,Min-Max,1,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-NA,2025-02-24,NK-DUNK-BLU-M,56058.7,471,SUPP-02,69,17,Standard,282,423,2025-02-19,2025-02-25,0,0,0,329,471,Capped,0,0
Consensus_v1,DC-Dubai-UAE,Wholesale-MEA,2025-01-13,NK-AIR-MAX-GRN-8,446073.15,2532,SUPP-01,254,159,Priority,1519,2278,2025-01-07,2025-01-17,0,0,0,1772,2532,Capped,1,0
Baseline_v1,DC-Shanghai-CN,DTC-Stores-EMEA,2025-12-01,NK-ALPHAFLY-PPL-9,99696.21,1561,SUPP-05,219,107,Economy,936,1404,2025-11-26,2025-12-02,1,0,1,1092,1561,Min-Max,0,0
Consensus_v1,DC-Laakdal-BE,Retail-EMEA,2025-03-10,NK-AIR-FORCE-GRY-13,704468.91,2530,SUPP-05,305,152,Priority,1518,2277,2025-03-05,2025-03-13,0,0,0,1771,2530,Min-Max,1,0
Baseline_v1,DC-Sao-Paulo-BR,Retail-EMEA,2025-06-02,NK-JORDAN-RED-7,84065.21,830,SUPP-01,122,35,Express,498,747,2025-05-30,2025-06-05,0,0,0,581,830,Flexible,1,0
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-07-28,NK-CORTEZ-GLD-L,106782.73,661,SUPP-05,79,17,Express,396,594,2025-07-24,2025-07-31,0,0,1,462,661,Fixed,1,0
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-APAC,2025-07-21,NK-FREE-RN-GRY-13,47424.1,269,SUPP-03,28,16,Standard,161,242,2025-07-17,2025-07-23,0,1,0,188,269,Flexible,1,0
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-11-24,NK-POLO-DRI-WHT-M,194807.82,1728,SUPP-02,162,80,Economy,1036,1555,2025-11-18,2025-11-27,0,1,1,1209,1728,Flexible,1,0
OP_Plan_2025,DC-Laakdal-BE,Retail-EMEA,2025-11-10,NK-AIR-MAX-GLD-S,107714.44,481,SUPP-01,69,12,Economy,288,432,2025-11-06,2025-11-13,0,0,0,336,481,Fixed,0,0
Baseline_v1,DC-Johannesburg-ZA,Wholesale-MEA,2025-08-04,NK-JORDAN-RED-10,78825.35,312,SUPP-05,18,24,Economy,187,280,2025-07-30,2025-08-07,0,0,0,218,312,Capped,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,Retail-APAC,2025-12-08,NK-AIR-MAX-GRY-XL,262971.05,1044,SUPP-01,104,57,Economy,626,939,2025-12-02,2025-12-12,0,0,0,730,1044,Flexible,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-APAC,2025-03-03,NK-CAP-LEGACY-NVY,209618.28,1288,SUPP-05,142,41,Priority,772,1159,2025-02-25,2025-03-05,0,0,0,901,1288,Flexible,0,0
Consensus_v1,DC-Portland-OR,DTC-eComm-EMEA,2025-06-30,NK-CORTEZ-NVY-XXL,96636.49,1393,SUPP-01,118,67,Express,835,1253,2025-06-26,2025-07-03,1,0,0,975,1393,Flexible,0,0
OP_Plan_2025,DC-Laakdal-BE,Wholesale-MEA,2025-10-27,NK-REACT-NVY-XXL,84539.23,563,SUPP-01,81,42,Economy,337,506,2025-10-21,2025-10-31,0,1,0,394,563,Min-Max,0,0
Baseline_v2,DC-Memphis-TN,DTC-Stores-EMEA,2025-09-15,NK-FREE-RN-GRN-S,578363.37,2833,SUPP-02,143,160,Express,1699,2549,2025-09-10,2025-09-18,0,0,0,1983,2833,Capped,1,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-APAC,2025-12-15,NK-DUNK-WHT-13,209196.66,713,SUPP-01,106,33,Standard,427,641,2025-12-09,2025-12-18,1,0,0,499,713,Min-Max,0,0
OP_Plan_2025,DC-Tokyo-JP,DTC-eComm-EMEA,2025-01-27,NK-FREE-RN-GRN-M,67588.72,611,SUPP-03,61,15,Economy,366,549,2025-01-24,2025-01-30,1,1,0,427,611,Fixed,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-EMEA,2025-01-27,NK-BLAZER-PPL-9,461728.65,2131,SUPP-01,166,109,Standard,1278,1917,2025-01-23,2025-01-30,0,1,0,1491,2131,Fixed,0,1
Consensus_v2,DC-Laakdal-BE,DTC-Stores-EMEA,2025-09-29,NK-ZOOM-PEGA-BLU-8,36928.63,175,SUPP-01,26,10,Standard,105,157,2025-09-24,2025-10-02,0,0,0,122,175,Capped,0,0
Consensus_v2,DC-Memphis-TN,Wholesale-APAC,2025-07-14,NK-ZOOM-PEGA-NVY-XXL,374789.54,1903,SUPP-04,210,81,Express,1141,1712,2025-07-08,2025-07-17,1,1,0,1332,1903,Fixed,0,0
Consensus_v1,DC-Shanghai-CN,Wholesale-LATAM,2025-08-18,NK-LEGGING-EPIC-WHT-XL,390423.76,1972,SUPP-05,283,65,Standard,1183,1774,2025-08-14,2025-08-22,0,0,0,1380,1972,Capped,1,0
Consensus_v2,DC-Laakdal-BE,Wholesale-NA,2025-09-08,NK-BLAZER-PPL-10,96189.89,486,SUPP-05,47,36,Economy,291,437,2025-09-04,2025-09-11,0,0,0,340,486,Min-Max,0,0
Baseline_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2025-04-14,NK-FREE-RN-GRY-9,455511.73,2588,SUPP-02,219,62,Express,1552,2329,2025-04-09,2025-04-17,0,0,1,1811,2588,Flexible,0,0
Consensus_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2025-10-13,NK-LEGGING-EPIC-NVY-L,650907.35,2932,SUPP-03,436,160,Priority,1759,2638,2025-10-10,2025-10-16,0,0,0,2052,2932,Fixed,0,0
Baseline_v2,DC-Shanghai-CN,Retail-APAC,2025-08-04,NK-ZOOM-PEGA-GLD-13,172733.61,673,SUPP-05,43,20,Express,403,605,2025-08-01,2025-08-07,0,0,0,471,673,Fixed,0,0
Consensus_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-07-07,NK-ZOOM-PEGA-PPL-10,140965.51,814,SUPP-01,116,24,Standard,488,732,2025-07-04,2025-07-11,0,0,0,569,814,Capped,0,0
Consensus_v1,DC-Dubai-UAE,Wholesale-NA,2025-08-25,NK-FREE-RN-GRN-8,175310.08,684,SUPP-05,82,51,Economy,410,615,2025-08-22,2025-08-27,0,1,1,478,684,Min-Max,1,0
OP_Plan_2025,DC-Portland-OR,Wholesale-NA,2025-04-21,NK-LEBRON-BLK-L,203749.01,2645,SUPP-04,279,187,Express,1587,2380,2025-04-15,2025-04-24,0,0,1,1851,2645,Min-Max,1,0
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-NA,2025-09-08,NK-JORDAN-GRY-XL,137158.85,1985,SUPP-04,284,156,Priority,1191,1786,2025-09-04,2025-09-09,0,1,0,1389,1985,Fixed,0,0
Consensus_v2,DC-Johannesburg-ZA,Retail-EMEA,2025-07-14,NK-JORDAN-GRN-XXL,309903.1,2812,SUPP-02,331,95,Priority,1687,2530,2025-07-11,2025-07-15,0,1,1,1968,2812,Fixed,0,0
Consensus_v1,DC-Shanghai-CN,Wholesale-LATAM,2025-04-07,NK-REACT-BLK-L,274912.4,1531,SUPP-05,174,53,Priority,918,1377,2025-04-01,2025-04-08,0,0,1,1071,1531,Flexible,0,0
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-06-30,NK-HUARACHE-BLK-7,205205.25,918,SUPP-05,54,70,Priority,550,826,2025-06-27,2025-07-01,0,0,0,642,918,Flexible,0,0
Baseline_v2,DC-Tokyo-JP,DTC-Stores-NA,2025-09-08,NK-METCON-GLD-L,501033.93,1923,SUPP-01,105,67,Priority,1153,1730,2025-09-05,2025-09-09,0,0,0,1346,1923,Fixed,0,0
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-02-10,NK-ZOOM-PEGA-WHT-XL,112644.05,402,SUPP-02,45,12,Standard,241,361,2025-02-07,2025-02-11,0,0,1,281,402,Min-Max,0,0
Consensus_v1,DC-Memphis-TN,DTC-eComm-EMEA,2025-02-17,NK-KD-GRY-L,310988.79,1617,SUPP-02,159,124,Priority,970,1455,2025-02-12,2025-02-19,0,0,0,1131,1617,Flexible,1,1
Consensus_v2,DC-Shanghai-CN,Wholesale-MEA,2025-02-24,NK-ALPHAFLY-OGR-XXL,197327.78,1436,SUPP-03,104,105,Economy,861,1292,2025-02-21,2025-02-25,0,1,1,1005,1436,Flexible,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-04-28,NK-FREE-RN-WHT-9,217745.82,738,SUPP-03,57,56,Standard,442,664,2025-04-23,2025-04-29,0,1,0,516,738,Min-Max,1,0
Consensus_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-06-23,NK-DUNK-BLU-L,389307.42,1827,SUPP-03,177,107,Express,1096,1644,2025-06-20,2025-06-25,0,0,0,1278,1827,Capped,0,0
