Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Partial Week],Item.[Item],Actual 12 Weeks,Actual 4 Weeks,Actual 8 Weeks,Actual External,Actual Final,Published Final Fcst Lag1 12weeks,Published Final Fcst Lag1 4weeks,Published Final Fcst Lag1 8weeks,Published Final Fcst Lag1 External,Published Final Fcst Lag1 Final
Baseline_v2,DC-Laakdal-BE,DTC-eComm-NA,2024-W48,NK-ZOOM-PEGA-BLK-12,2288,815,1616,63,2457,2774,2808,2845,71,2734
Consensus_v1,DC-Memphis-TN,DTC-eComm-NA,2024-W28,NK-ALPHAFLY-GRN-10,2978,1014,2271,206,3267,3067,3244,3290,217,3686
Consensus_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W47,NK-JACKET-WIND-WHT-M,1200,433,901,54,1281,1096,1346,1092,54,1423
Baseline_v1,DC-Portland-OR,DTC-eComm-EMEA,2024-W27,NK-FREE-RN-PPL-11,353,109,247,29,384,292,390,413,31,323
Baseline_v1,DC-Memphis-TN,Wholesale-NA,2024-W04,NK-JACKET-WIND-RED-M,3294,1063,2405,204,3526,3119,3612,3714,198,3860
Baseline_v2,DC-Portland-OR,DTC-eComm-NA,2024-W45,NK-DUNK-WHT-13,222,68,150,15,244,201,243,203,13,265
Consensus_v1,DC-Johannesburg-ZA,DTC-Stores-NA,2024-W27,NK-SPORTS-BRA-INDY-RED-S,3518,1139,2258,191,3628,3492,3413,3684,171,3961
OP_Plan_2025,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W32,NK-AIR-MAX-GLD-13,3078,967,1991,75,3138,2515,2918,2609,85,2952
Consensus_v2,DC-Laakdal-BE,Wholesale-LATAM,2024-W41,NK-SHORT-DRI-GRY-S,240,82,163,11,246,276,233,262,12,243
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W09,NK-LEBRON-BLK-9,151,46,92,7,154,188,160,143,6,139
Consensus_v1,DC-Dubai-UAE,Wholesale-APAC,2024-W28,NK-ZOOM-PEGA-GRN-12,1232,406,765,68,1242,1397,1405,1334,68,1119
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W26,NK-JORDAN-GRN-8,4364,1323,2755,312,4504,3878,4974,5286,284,4144
Consensus_v1,DC-Johannesburg-ZA,Retail-EMEA,2024-W19,NK-SPORTS-BRA-INDY-RED-XL,1503,433,1010,110,1539,1266,1656,1649,118,1761
Baseline_v1,DC-Dubai-UAE,Wholesale-MEA,2024-W43,NK-AIR-FORCE-PPL-8,523,185,382,39,538,401,579,581,40,509
Consensus_v2,DC-Tokyo-JP,Retail-APAC,2024-W34,NK-LEBRON-PPL-8,513,184,334,13,530,520,589,596,13,498
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-NA,2024-W18,NK-FREE-RN-BLK-7,4330,1661,3175,345,4752,4162,4346,4478,300,4186
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W26,NK-REACT-GLD-10,2983,1111,2233,121,3217,3860,2935,2838,105,3035
Baseline_v2,DC-Memphis-TN,DTC-Stores-NA,2024-W23,NK-VAPORFLY-GRN-13,3127,1096,2100,92,3209,2994,3415,2741,110,3573
Consensus_v1,DC-Johannesburg-ZA,Retail-EMEA,2024-W18,NK-KD-BLK-7,1948,700,1427,57,2160,2300,2302,2496,66,2517
OP_Plan_2025,DC-Tokyo-JP,Retail-APAC,2024-W09,NK-KD-GRY-13,1168,384,829,28,1192,1221,1164,1376,29,1438
Consensus_v1,DC-Portland-OR,Wholesale-NA,2024-W04,NK-ZOOM-PEGA-GRN-7,1622,557,1166,117,1762,1579,1741,1644,116,1408
Baseline_v2,DC-Portland-OR,Wholesale-LATAM,2024-W31,NK-ZOOM-PEGA-WHT-13,2658,858,1778,95,2734,3637,2911,3104,102,3031
Consensus_v1,DC-Shanghai-CN,Wholesale-LATAM,2024-W46,NK-KD-BLK-13,2028,672,1306,69,2080,2680,2201,2472,73,2317
OP_Plan_2025,DC-Tokyo-JP,Wholesale-APAC,2024-W52,NK-DUNK-OGR-7,1293,450,946,67,1384,1373,1447,1261,73,1687
Baseline_v1,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W30,NK-DUNK-WHT-9,2477,905,1915,181,2669,2314,2515,2955,210,3217
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-NA,2024-W18,NK-BLAZER-BLU-7,1877,556,1338,49,1899,1875,2121,2258,57,1981
Consensus_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W31,NK-LEBRON-RED-13,1566,554,1203,107,1722,1880,1631,1717,94,1796
OP_Plan_2025,DC-Shanghai-CN,Wholesale-APAC,2024-W27,NK-FREE-RN-RED-12,1544,503,1124,113,1594,1678,1605,1738,129,1792
Baseline_v1,DC-Tokyo-JP,Retail-APAC,2024-W51,NK-REACT-GRY-8,2102,607,1302,99,2123,2019,2169,1953,118,2164
Baseline_v2,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W50,NK-METCON-GRY-12,2057,618,1261,82,2089,2093,2300,2154,89,2244
Consensus_v1,DC-Shanghai-CN,Wholesale-LATAM,2024-W33,NK-REACT-WHT-9,945,331,612,31,1010,1370,1115,932,32,953
Consensus_v2,DC-Johannesburg-ZA,Retail-APAC,2024-W01,NK-FREE-RN-WHT-11,1000,337,621,55,1009,970,981,958,56,856
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2024-W12,NK-FREE-RN-BLU-7,1341,438,1026,83,1466,1372,1679,1236,99,1397
Consensus_v2,DC-Laakdal-BE,DTC-eComm-NA,2024-W42,NK-KD-GRY-13,152,47,109,4,154,162,147,176,3,166
OP_Plan_2025,DC-Shanghai-CN,Wholesale-APAC,2024-W30,NK-ALPHAFLY-BLK-10,940,282,633,77,1004,951,1028,1225,72,1044
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2024-W26,NK-ALPHAFLY-WHT-8,3707,1406,2849,94,4032,4766,4091,4185,110,3856
Consensus_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W12,NK-ZOOM-PEGA-BLK-8,941,352,658,72,1042,998,1066,933,61,1144
Consensus_v2,DC-Shanghai-CN,Wholesale-MEA,2024-W28,NK-TEE-PRO-RED-XL,4126,1404,2614,186,4144,3820,3968,5233,165,4204
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-EMEA,2024-W07,NK-REACT-GLD-13,3792,1260,2988,229,4171,4376,4627,3769,247,4024
Baseline_v2,DC-Tokyo-JP,Wholesale-LATAM,2024-W31,NK-BLAZER-GRN-7,1823,575,1118,109,1831,1755,1781,1791,120,1853
OP_Plan_2025,DC-Memphis-TN,Wholesale-MEA,2024-W23,NK-REACT-RED-13,3175,1058,2224,143,3237,3382,3331,3635,153,2994
Consensus_v1,DC-Portland-OR,DTC-Stores-NA,2024-W46,NK-CORTEZ-PPL-9,3305,1097,2338,243,3397,3779,3845,3144,220,3746
Baseline_v1,DC-Shanghai-CN,Wholesale-APAC,2024-W20,NK-ZOOM-PEGA-WHT-10,2596,932,1917,74,2775,3415,2932,2386,88,2474
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W37,NK-REACT-BLK-7,2094,701,1321,106,2101,2237,2006,1864,111,2329
Consensus_v2,DC-Dubai-UAE,Wholesale-MEA,2024-W45,NK-CORTEZ-GRN-9,1408,451,945,62,1509,2124,1554,1793,60,1601
Baseline_v2,DC-Shanghai-CN,DTC-eComm-EMEA,2024-W48,NK-AIR-MAX-BLU-8,229,72,161,20,253,340,262,304,19,209
Consensus_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W21,NK-LEBRON-BLU-12,3628,1156,2300,134,3660,3685,3815,4314,133,3693
Consensus_v1,DC-Johannesburg-ZA,Wholesale-APAC,2024-W02,NK-REACT-RED-10,1759,564,1221,71,1804,1576,1851,1889,82,1996
Consensus_v2,DC-Shanghai-CN,DTC-Stores-EMEA,2024-W51,NK-ALPHAFLY-GLD-8,2940,1024,2131,177,3041,3270,3340,3676,173,2786
Baseline_v1,DC-Portland-OR,DTC-eComm-EMEA,2024-W28,NK-BLAZER-PPL-13,4378,1540,2821,213,4624,3752,4561,4277,207,3973
Baseline_v2,DC-Shanghai-CN,Wholesale-APAC,2024-W01,NK-JORDAN-GLD-8,4023,1303,2949,308,4401,3435,3958,4444,295,4934
Baseline_v2,DC-Dubai-UAE,Retail-EMEA,2024-W46,NK-VAPORFLY-PPL-12,1928,656,1319,129,1932,1469,1986,2096,116,1933
Baseline_v2,DC-Dubai-UAE,Wholesale-NA,2024-W15,NK-LEGGING-EPIC-NVY-XL,2368,776,1805,75,2528,2716,2398,2506,84,2688
Consensus_v2,DC-Memphis-TN,Wholesale-LATAM,2024-W16,NK-METCON-NVY-11,2498,812,1852,211,2682,3036,2756,2784,215,2552
OP_Plan_2025,DC-Memphis-TN,Wholesale-APAC,2024-W29,NK-BLAZER-NVY-13,1769,524,1319,89,1849,2034,2100,1806,97,1633
Consensus_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W46,NK-BACKPACK-BRSLA-WHT,4721,1661,3189,132,4910,4516,5011,5231,124,5649
OP_Plan_2025,DC-Tokyo-JP,DTC-eComm-NA,2024-W04,NK-METCON-NVY-12,3963,1315,2694,197,4108,4153,4230,4830,201,3535
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W39,NK-LEBRON-WHT-12,532,169,343,25,557,592,566,691,21,512
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W25,NK-VAPORFLY-OGR-9,2246,848,1747,189,2474,2827,2429,2598,201,3052
Baseline_v1,DC-Sao-Paulo-BR,Retail-EMEA,2024-W16,NK-JORDAN-GRN-9,4017,1349,2908,157,4160,4122,3809,4245,154,3851
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W02,NK-CORTEZ-BLK-11,4517,1540,2879,125,4598,5472,4978,4328,119,4819
Baseline_v1,DC-Tokyo-JP,Retail-APAC,2024-W20,NK-HUARACHE-PPL-9,1165,389,742,58,1167,1192,1140,1322,57,1277
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2024-W46,NK-VAPORFLY-PPL-10,1298,448,881,74,1369,1032,1387,1414,85,1505
Baseline_v2,DC-Memphis-TN,Wholesale-NA,2024-W34,NK-REACT-NVY-13,2858,851,1925,226,2939,2883,3001,3003,246,3293
Baseline_v1,DC-Dubai-UAE,Wholesale-LATAM,2024-W21,NK-METCON-GLD-7,3406,1162,2186,160,3459,4628,3194,4015,140,3452
Baseline_v1,DC-Tokyo-JP,DTC-Stores-NA,2024-W41,NK-CORTEZ-GRN-12,844,275,642,58,895,935,823,979,64,815
Baseline_v1,DC-Laakdal-BE,Wholesale-APAC,2024-W27,NK-BLAZER-PPL-7,4511,1567,2969,108,4569,5432,4926,4619,108,4940
Consensus_v1,DC-Johannesburg-ZA,Wholesale-MEA,2024-W13,NK-FREE-RN-BLK-7,1242,381,806,55,1248,1335,1220,1198,58,1222
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W47,NK-JORDAN-BLU-10,4052,1261,2676,242,4366,4335,4400,3789,241,4834
Baseline_v2,DC-Laakdal-BE,Wholesale-NA,2024-W21,NK-BLAZER-WHT-9,207,71,149,7,213,253,219,211,7,212
Baseline_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W52,NK-ALPHAFLY-GRY-7,1057,370,802,83,1159,1443,1288,1066,80,1215
OP_Plan_2025,DC-Laakdal-BE,Wholesale-APAC,2024-W52,NK-METCON-PPL-12,3012,911,1845,157,3028,3569,3172,3305,137,3444
Consensus_v2,DC-Shanghai-CN,Wholesale-APAC,2024-W13,NK-LEBRON-NVY-9,1314,465,903,60,1335,1180,1330,1384,69,1435
Consensus_v1,DC-Memphis-TN,Wholesale-LATAM,2024-W52,NK-AIR-MAX-BLK-13,1437,479,1073,46,1541,1538,1468,1610,47,1492
Consensus_v2,DC-Sao-Paulo-BR,Retail-APAC,2024-W07,NK-SPORTS-BRA-INDY-NVY-M,3572,1229,2492,284,3599,2722,3980,3718,335,4032
Baseline_v1,DC-Laakdal-BE,DTC-eComm-NA,2024-W22,NK-VAPORFLY-NVY-7,3682,1120,2449,141,3945,3635,4171,4133,167,4032
Consensus_v1,DC-Portland-OR,Retail-EMEA,2024-W18,NK-BLAZER-GLD-8,2700,890,1846,84,2837,2926,2612,3156,87,2579
Consensus_v2,DC-Laakdal-BE,DTC-eComm-NA,2024-W05,NK-METCON-BLU-9,2758,841,2094,83,2964,3608,2844,3345,86,3333
Consensus_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W10,NK-DUNK-OGR-7,1263,446,926,70,1383,1419,1248,1533,73,1280
Consensus_v1,DC-Dubai-UAE,Wholesale-APAC,2024-W17,NK-KD-GRN-8,1967,560,1319,106,1998,2388,1987,2263,125,2035
Consensus_v2,DC-Portland-OR,Retail-APAC,2024-W48,NK-METCON-RED-13,4262,1303,2858,270,4458,5420,4995,4586,236,4659
OP_Plan_2025,DC-Laakdal-BE,DTC-eComm-NA,2024-W51,NK-AIR-FORCE-BLU-12,341,114,232,17,364,409,392,422,16,377
Consensus_v1,DC-Tokyo-JP,Retail-APAC,2024-W25,NK-CORTEZ-WHT-7,4700,1380,3189,100,4878,3217,4853,5850,111,4821
Baseline_v1,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W11,NK-JORDAN-RED-8,3558,1198,2529,148,3758,3919,3511,4210,136,4491
Baseline_v1,DC-Dubai-UAE,Wholesale-NA,2024-W09,NK-BLAZER-BLK-11,3383,1218,2466,98,3724,4873,3541,4353,111,3423
Consensus_v1,DC-Laakdal-BE,DTC-Stores-NA,2024-W43,NK-LEGGING-EPIC-NVY-M,1228,399,878,91,1324,1353,1465,1455,104,1132
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-MEA,2024-W02,NK-ALPHAFLY-PPL-11,3234,1037,2373,134,3401,3140,3290,3944,117,3780
Consensus_v1,DC-Johannesburg-ZA,Retail-EMEA,2024-W33,NK-LEBRON-WHT-7,849,255,597,24,897,1081,968,886,26,1020
Consensus_v2,DC-Shanghai-CN,Wholesale-APAC,2024-W16,NK-KD-WHT-10,821,293,564,61,852,829,847,816,71,746
Consensus_v2,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W27,NK-VAPORFLY-BLK-10,2760,986,1970,128,2850,2662,2797,3478,118,2574
OP_Plan_2025,DC-Tokyo-JP,Retail-APAC,2024-W15,NK-CORTEZ-PPL-9,2135,681,1541,120,2360,2253,2588,2551,113,2200
Consensus_v2,DC-Tokyo-JP,Wholesale-MEA,2024-W16,NK-ZOOM-PEGA-NVY-13,3669,1177,2582,210,4021,4415,4011,3135,243,4777
Consensus_v2,DC-Portland-OR,Wholesale-MEA,2024-W21,NK-ZOOM-PEGA-RED-12,721,229,462,24,762,815,708,746,27,650
Consensus_v2,DC-Shanghai-CN,Wholesale-NA,2024-W42,NK-VAPORFLY-RED-11,283,92,191,15,309,305,323,371,13,331
Baseline_v1,DC-Tokyo-JP,Wholesale-NA,2024-W09,NK-LEGGING-EPIC-WHT-XL,269,76,192,5,270,201,280,312,4,218
OP_Plan_2025,DC-Portland-OR,DTC-Stores-EMEA,2024-W20,NK-HOODIE-CLUB-RED-S,456,164,311,22,481,523,498,530,25,422
Baseline_v2,DC-Laakdal-BE,Retail-APAC,2024-W27,NK-HUARACHE-WHT-11,2777,805,1909,225,2830,2822,2666,2594,221,2617
Consensus_v1,DC-Johannesburg-ZA,Retail-APAC,2024-W52,NK-ALPHAFLY-BLU-7,3987,1444,3161,104,4423,3239,4695,4977,100,4470
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2024-W44,NK-REACT-RED-7,1256,422,931,78,1320,1153,1294,1298,76,1554
Consensus_v1,DC-Dubai-UAE,Wholesale-LATAM,2024-W12,NK-FREE-RN-PPL-12,1366,475,909,44,1402,1628,1459,1397,47,1311
Consensus_v2,DC-Laakdal-BE,Wholesale-APAC,2024-W02,NK-SHORT-DRI-BLK-L,2639,823,2071,69,2897,3438,2670,2674,73,2466
Baseline_v1,DC-Laakdal-BE,Retail-EMEA,2024-W40,NK-JORDAN-BLK-7,4759,1381,3423,355,4834,5155,4570,5094,425,5414
Baseline_v1,DC-Memphis-TN,DTC-Stores-NA,2024-W23,NK-ZOOM-PEGA-NVY-8,2604,744,1728,205,2615,2326,2688,2692,174,2408
OP_Plan_2025,DC-Laakdal-BE,Wholesale-LATAM,2024-W03,NK-BLAZER-WHT-8,3952,1146,2619,304,4092,3109,3973,4494,277,3336
Baseline_v1,DC-Shanghai-CN,DTC-eComm-NA,2024-W42,NK-JORDAN-GRY-10,2491,852,1820,55,2697,2611,2611,2994,57,3022
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2024-W04,NK-DUNK-WHT-12,3638,1209,2639,275,4036,3495,4172,4108,283,4366
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-NA,2024-W46,NK-REACT-GRN-7,2520,857,1666,124,2612,2063,2725,3039,105,3186
OP_Plan_2025,DC-Dubai-UAE,Wholesale-NA,2024-W51,NK-ALPHAFLY-WHT-8,4351,1411,3134,189,4748,3820,4610,4605,216,5375
OP_Plan_2025,DC-Portland-OR,Retail-EMEA,2024-W05,NK-JORDAN-OGR-12,3557,1178,2415,266,3755,5044,4248,3943,279,4188
Consensus_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W11,NK-FREE-RN-NVY-8,768,280,502,49,825,767,874,732,54,823
Consensus_v1,DC-Shanghai-CN,DTC-Stores-NA,2024-W04,NK-CORTEZ-WHT-10,3335,1114,2263,261,3543,3419,3439,3286,296,3333
OP_Plan_2025,DC-Sao-Paulo-BR,Retail-EMEA,2024-W34,NK-AIR-MAX-BLK-10,4056,1377,2830,107,4128,4761,4261,4946,104,3848
OP_Plan_2025,DC-Shanghai-CN,DTC-Stores-EMEA,2024-W20,NK-VAPORFLY-WHT-8,4901,1558,3527,378,4943,6204,5250,4694,335,5469
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W43,NK-KD-GRY-12,505,173,328,40,513,396,489,483,36,474
OP_Plan_2025,DC-Tokyo-JP,Wholesale-APAC,2024-W48,NK-DUNK-PPL-11,1649,596,1150,104,1730,1889,1748,1636,95,2086
Baseline_v2,DC-Johannesburg-ZA,Wholesale-MEA,2024-W42,NK-DUNK-BLU-11,3018,1069,2001,72,3112,4090,3457,3151,63,3462
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W48,NK-REACT-BLK-13,2062,697,1286,167,2102,2020,2260,2039,143,2355
Consensus_v1,DC-Portland-OR,Retail-APAC,2024-W25,NK-REACT-PPL-9,3826,1394,2619,211,4131,4955,4774,4216,240,3821
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2024-W25,NK-ZOOM-PEGA-BLK-7,2569,775,1693,147,2687,2911,2668,3169,171,2945
Consensus_v2,DC-Portland-OR,Wholesale-NA,2024-W25,NK-HOODIE-CLUB-RED-M,3543,1112,2703,126,3891,3993,3967,4710,120,3678
Consensus_v2,DC-Laakdal-BE,Retail-APAC,2024-W35,NK-REACT-NVY-8,4169,1238,2677,221,4343,5664,3981,4235,248,3480
Baseline_v2,DC-Shanghai-CN,Retail-APAC,2024-W24,NK-DUNK-OGR-13,3047,1005,2283,104,3200,3183,3387,3455,122,3042
Consensus_v1,DC-Dubai-UAE,Wholesale-APAC,2024-W39,NK-AIR-FORCE-GRN-9,207,73,142,9,212,266,231,185,9,241
Baseline_v2,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W35,NK-LEBRON-GRY-12,2419,886,1787,168,2634,2727,2756,2891,185,2446
Consensus_v1,DC-Shanghai-CN,Wholesale-MEA,2024-W52,NK-SHORT-DRI-GRY-XL,442,142,282,24,456,545,465,438,28,545
Consensus_v2,DC-Laakdal-BE,Wholesale-LATAM,2024-W07,NK-FREE-RN-GRN-13,1533,571,1180,129,1684,1898,1596,1655,140,1516
Consensus_v2,DC-Laakdal-BE,Wholesale-LATAM,2024-W45,NK-DUNK-GRY-9,1538,490,1030,41,1638,1453,1779,1752,40,1858
Baseline_v1,DC-Portland-OR,Retail-EMEA,2024-W18,NK-ZOOM-PEGA-RED-13,1530,538,1094,74,1581,1449,1578,1342,65,1464
Baseline_v1,DC-Shanghai-CN,Wholesale-LATAM,2024-W36,NK-BLAZER-GLD-13,3364,1105,2538,167,3576,3402,3317,3265,188,3285
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2024-W08,NK-AIR-FORCE-OGR-11,758,248,526,63,813,980,922,865,64,774
Consensus_v1,DC-Dubai-UAE,Wholesale-LATAM,2024-W19,NK-VAPORFLY-OGR-11,1152,363,798,75,1189,1231,1157,1186,74,1354
Consensus_v1,DC-Memphis-TN,Wholesale-LATAM,2024-W10,NK-CORTEZ-GLD-7,3027,953,2040,211,3064,3560,3399,3109,187,2704
Baseline_v1,DC-Dubai-UAE,DTC-eComm-EMEA,2024-W10,NK-AIR-MAX-BLK-9,905,287,681,73,960,702,1002,1152,85,1077
Baseline_v1,DC-Laakdal-BE,Retail-APAC,2024-W27,NK-SHORT-DRI-BLK-M,307,104,211,14,341,425,378,364,12,345
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W29,NK-SPORTS-BRA-INDY-WHT-M,2581,819,1817,155,2600,3083,2600,2633,174,2449
OP_Plan_2025,DC-Tokyo-JP,Retail-EMEA,2024-W05,NK-JACKET-WIND-WHT-XL,1578,543,1092,60,1602,1843,1673,1687,66,1769
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W18,NK-FREE-RN-PPL-11,686,210,502,14,704,854,687,751,14,798
Baseline_v2,DC-Laakdal-BE,Wholesale-NA,2024-W21,NK-TEE-PRO-WHT-M,3298,1182,2220,126,3604,2973,3762,3772,134,3813
OP_Plan_2025,DC-Laakdal-BE,Wholesale-MEA,2024-W24,NK-JORDAN-RED-10,1401,466,905,40,1449,1359,1392,1321,43,1769
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-EMEA,2024-W35,NK-LEGGING-EPIC-RED-XL,891,299,602,37,899,1103,1011,1002,32,979
Baseline_v1,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W29,NK-METCON-BLU-13,1521,488,1116,38,1617,1871,1617,1770,36,1708
OP_Plan_2025,DC-Dubai-UAE,Retail-APAC,2024-W07,NK-METCON-OGR-9,3999,1542,3098,261,4428,5470,4707,5508,287,5300
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2024-W11,NK-LEBRON-GRN-13,991,293,616,34,1017,712,930,982,36,900
OP_Plan_2025,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W10,NK-JACKET-WIND-NVY-M,2119,682,1453,160,2153,2311,2091,2423,173,2618
Consensus_v2,DC-Dubai-UAE,Wholesale-APAC,2024-W19,NK-HUARACHE-BLU-13,334,116,208,10,343,294,329,340,11,400
Consensus_v1,DC-Portland-OR,DTC-Stores-NA,2024-W14,NK-DUNK-OGR-7,4205,1313,2613,152,4313,3089,4265,5231,139,4645
Baseline_v1,DC-Portland-OR,Wholesale-LATAM,2024-W47,NK-JORDAN-RED-10,4435,1482,3027,188,4712,4118,4591,4905,171,4264
OP_Plan_2025,DC-Laakdal-BE,Wholesale-LATAM,2024-W31,NK-HUARACHE-NVY-12,2389,812,1568,190,2442,2476,2665,2656,190,2728
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-NA,2024-W11,NK-HUARACHE-OGR-9,378,123,243,18,393,389,372,376,15,395
Consensus_v2,DC-Memphis-TN,Wholesale-LATAM,2024-W50,NK-TEE-PRO-RED-XL,435,138,282,27,442,533,463,490,28,393
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2024-W49,NK-REACT-RED-9,1784,611,1283,130,1795,1655,1935,1661,141,1958
OP_Plan_2025,DC-Shanghai-CN,DTC-Stores-EMEA,2024-W22,NK-KD-OGR-11,733,242,528,28,778,751,740,801,27,728
Baseline_v1,DC-Shanghai-CN,Wholesale-MEA,2024-W11,NK-JORDAN-RED-13,3791,1250,2557,236,4198,4209,4100,4602,241,4721
Baseline_v1,DC-Dubai-UAE,Wholesale-APAC,2024-W40,NK-BLAZER-GRN-11,4412,1567,2913,201,4494,4459,4691,3898,197,4652
OP_Plan_2025,DC-Laakdal-BE,DTC-eComm-NA,2024-W34,NK-JORDAN-NVY-11,1427,442,907,57,1472,1281,1660,1390,63,1643
Consensus_v1,DC-Shanghai-CN,DTC-eComm-EMEA,2024-W19,NK-METCON-RED-9,1520,559,1155,95,1615,1972,1800,1414,107,1621
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-EMEA,2024-W27,NK-ZOOM-PEGA-GRY-10,1460,467,1015,93,1533,1737,1504,1764,92,1419
Baseline_v1,DC-Memphis-TN,Wholesale-NA,2024-W32,NK-REACT-RED-11,1901,559,1214,128,1947,2010,2176,2056,140,1868
Baseline_v1,DC-Laakdal-BE,Wholesale-MEA,2024-W41,NK-JORDAN-BLU-11,4348,1503,2874,177,4782,5612,4676,5855,207,5865
Baseline_v1,DC-Shanghai-CN,Retail-APAC,2024-W01,NK-REACT-BLK-7,2164,715,1467,152,2204,2126,2186,2063,132,1874
Consensus_v1,DC-Portland-OR,DTC-Stores-NA,2024-W11,NK-AIR-FORCE-GRN-9,1971,571,1323,104,1981,2507,2157,2103,113,2260
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2024-W14,NK-HUARACHE-NVY-9,3909,1159,2380,289,3945,4561,3912,3284,246,3668
OP_Plan_2025,DC-Dubai-UAE,Retail-APAC,2024-W18,NK-LEBRON-NVY-8,1787,616,1210,97,1840,2050,1671,1927,102,2152
Consensus_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W48,NK-ZOOM-PEGA-GLD-8,563,181,419,23,590,757,559,627,20,661
OP_Plan_2025,DC-Shanghai-CN,Wholesale-APAC,2024-W17,NK-ALPHAFLY-BLU-8,3257,972,2179,151,3333,2529,3436,4160,151,3898
OP_Plan_2025,DC-Shanghai-CN,Retail-APAC,2024-W42,NK-AIR-MAX-BLK-12,3629,1132,2375,224,3899,3049,3980,3743,217,4264
Baseline_v2,DC-Laakdal-BE,Wholesale-APAC,2024-W06,NK-CORTEZ-BLK-7,639,202,484,46,685,782,633,745,53,660
Baseline_v2,DC-Memphis-TN,Retail-APAC,2024-W46,NK-JORDAN-NVY-11,4425,1525,3214,276,4618,4093,4690,5615,327,4394
Baseline_v1,DC-Johannesburg-ZA,DTC-eComm-NA,2024-W51,NK-LEBRON-PPL-12,249,89,166,19,275,295,269,292,21,251
Consensus_v1,DC-Shanghai-CN,Wholesale-MEA,2024-W12,NK-ZOOM-PEGA-WHT-11,2448,909,1660,187,2717,3764,2863,3320,190,3082
Baseline_v1,DC-Johannesburg-ZA,Wholesale-NA,2024-W48,NK-BLAZER-GLD-7,1221,371,869,61,1245,1388,1331,1105,68,1153
Baseline_v1,DC-Memphis-TN,Wholesale-APAC,2024-W09,NK-REACT-GRY-12,2024,629,1547,73,2182,1769,2469,2402,66,2210
Consensus_v2,DC-Portland-OR,Wholesale-LATAM,2024-W17,NK-LEBRON-GLD-7,2341,753,1506,160,2363,1994,2528,2734,177,2695
Consensus_v2,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W13,NK-HOODIE-CLUB-BLK-S,1312,430,936,41,1342,1097,1295,1153,40,1251
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W44,NK-REACT-GLD-11,1372,422,877,100,1441,1235,1392,1284,108,1459
