Supplier.[Supplier Location],Version.[Version Name],Activity2.[Activity2],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast,W Procurement Forecast From Purchase Orders,W Procurement Forecast Infinite Node,W Procurement Forecast Non Infinite Node,W Procurement Forecast Override,W Procurement Forecast within Lead Time For Starts,W Procurement Total Requirements,W Published Procurement Forecast
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Order,DC-Laakdal-BE,2025-W15,NK-REACT-INF-RD-11,4294,1916,3359,935,216,2712,4835,4510
SUP-Indonesia-JKT,Consensus_v1,Make-to-Stock,DC-Portland-OR,2025-W14,NK-SPORTS-BRA-INDY-M,1121,513,981,140,102,734,1282,1223
SUP-Vietnam-HCM,Baseline_v1,Make-to-Order,DC-Laakdal-BE,2025-W47,NK-DUNK-LOW-GRN-9,3251,1763,1818,1433,193,2034,3599,3444
SUP-Mexico-MTY,Consensus_v1,Make-to-Order,DC-Memphis-TN,2025-W02,NK-ZOOM-PEGA-GRY-10,2909,2249,2136,773,153,1756,3365,3062
SUP-China-GZH,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W48,NK-AIR-HUARACHE-BLK-10,2683,1516,1555,1128,110,882,3048,2793
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Shanghai-CN,2025-W24,NK-JORDAN-1-WHT-10,617,296,443,174,12,319,669,629
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Order,DC-Tokyo-JP,2025-W17,NK-CAP-LEGACY-WHT,1845,820,1343,502,107,1080,2003,1952
SUP-China-SHH,Baseline_v2,Replenishment,DC-Shanghai-CN,2025-W47,NK-AIR-HUARACHE-BLK-10,3698,1925,2735,963,74,2426,3946,3772
SUP-Indonesia-JKT,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W46,NK-BACKPACK-BRSLA-BLK,461,242,322,139,9,299,490,470
SUP-Vietnam-HCM,Consensus_v1,Replenishment,DC-Portland-OR,2025-W26,NK-REACT-INF-RD-11,2335,1390,1495,840,212,1231,2718,2547
SUP-Bangladesh-DAC,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W10,NK-SOCK-PERF-3PK-L,4931,3533,3651,1280,167,2553,5207,5098
SUP-Bangladesh-DAC,Consensus_v1,Make-to-Order,DC-Memphis-TN,2025-W14,NK-LEBRON-20-BLK-12,2059,1304,1411,648,127,1013,2366,2186
SUP-Indonesia-JKT,Consensus_v2,Make-to-Stock,DC-Shanghai-CN,2025-W26,NK-METCON-8-GRY-10,2526,1037,1647,879,26,1294,2802,2552
SUP-Mexico-MTY,Baseline_v2,Make-to-Order,DC-Portland-OR,2025-W23,NK-JACKET-WIND-RED-XL,2771,1793,2139,632,184,1397,3087,2955
SUP-Cambodia-PNH,Consensus_v2,Make-to-Order,DC-Shanghai-CN,2025-W14,NK-SOCK-PERF-3PK-L,1801,999,1000,801,132,1157,2144,1933
SUP-China-SHH,Consensus_v1,Seasonal-Build,DC-Laakdal-BE,2025-W40,NK-LEBRON-20-BLK-12,1685,1305,1190,495,83,625,1796,1768
SUP-India-CHN,Consensus_v1,Replenishment,DC-Memphis-TN,2025-W05,NK-AIR-MAX-90-NVY-8,2866,1815,1670,1196,244,956,3162,3110
SUP-Bangladesh-DAC,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W14,NK-SHORT-DRI-NVY-L,771,351,473,298,39,461,906,810
SUP-China-GZH,Consensus_v1,Make-to-Stock,DC-Shanghai-CN,2025-W39,NK-ZOOM-PEGA-GRY-10,3541,1689,1901,1640,188,2226,3771,3729
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W06,NK-KD-15-GLD-11,1038,708,814,224,93,553,1109,1131
SUP-China-SHH,OP_Plan_2025,Safety-Stock-Build,DC-Memphis-TN,2025-W21,NK-SPORTS-BRA-INDY-M,1776,1056,905,871,44,822,1939,1820
SUP-Bangladesh-DAC,OP_Plan_2025,Safety-Stock-Build,DC-Memphis-TN,2025-W30,NK-LEBRON-20-BLK-12,1435,1018,938,497,72,921,1668,1507
SUP-Bangladesh-DAC,Consensus_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W06,NK-BACKPACK-BRSLA-BLK,4488,2491,2760,1728,325,2847,5293,4813
SUP-Vietnam-HCM,Baseline_v1,Replenishment,DC-Memphis-TN,2025-W28,NK-SPORTS-BRA-INDY-M,3192,1357,2010,1182,214,1388,3437,3406
SUP-Indonesia-JKT,Baseline_v1,Replenishment,DC-Sao-Paulo-BR,2025-W34,NK-SPORTS-BRA-INDY-M,4219,2092,2438,1781,213,2563,4469,4432
SUP-Cambodia-PNH,Baseline_v1,Seasonal-Build,DC-Memphis-TN,2025-W20,NK-REACT-INF-RD-11,2239,1238,1763,476,122,1516,2435,2361
SUP-India-CHN,Baseline_v2,Safety-Stock-Build,DC-Portland-OR,2025-W11,NK-AIR-FORCE-1-WHT-9,4331,2332,3298,1033,151,2368,5122,4482
SUP-India-CHN,Consensus_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W16,NK-AIR-MAX-270-BLK-10,4856,3622,3594,1262,340,2010,5558,5196
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Tokyo-JP,2025-W03,NK-KD-15-GLD-11,659,374,359,300,11,341,708,670
SUP-Bangladesh-DAC,Consensus_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W37,NK-LEBRON-20-BLK-12,2884,1747,1556,1328,4,1976,3191,2888
SUP-India-CHN,OP_Plan_2025,Seasonal-Build,DC-Laakdal-BE,2025-W10,NK-SPORTS-BRA-INDY-M,4676,2947,2573,2103,272,2836,5194,4948
SUP-Mexico-MTY,Consensus_v1,Safety-Stock-Build,DC-Tokyo-JP,2025-W06,NK-AIR-MAX-270-BLK-10,3192,1444,1991,1201,64,2117,3715,3256
SUP-Vietnam-HCM,Consensus_v1,Seasonal-Build,DC-Sao-Paulo-BR,2025-W16,NK-ZOOM-PEGA-GRY-10,1203,816,1055,148,119,577,1308,1322
SUP-Vietnam-HCM,Consensus_v2,Make-to-Stock,DC-Shanghai-CN,2025-W05,NK-SPORTS-BRA-INDY-M,4225,3056,2649,1576,3,1913,4627,4228
SUP-Mexico-MTY,Baseline_v2,Replenishment,DC-Memphis-TN,2025-W38,NK-ZOOM-PEGA-GRY-10,2062,1509,1141,921,192,1238,2456,2254
SUP-Cambodia-PNH,OP_Plan_2025,Seasonal-Build,DC-Laakdal-BE,2025-W51,NK-DUNK-LOW-GRN-9,3216,1563,2415,801,297,2248,3392,3513
SUP-China-SHH,OP_Plan_2025,Replenishment,DC-Portland-OR,2025-W18,NK-AIR-HUARACHE-BLK-10,1661,1317,1257,404,119,1147,1838,1780
SUP-India-CHN,Baseline_v2,Safety-Stock-Build,DC-Memphis-TN,2025-W16,NK-METCON-8-GRY-10,4748,2314,2993,1755,359,2172,5418,5107
SUP-Mexico-MTY,Consensus_v1,Make-to-Order,DC-Dubai-UAE,2025-W39,NK-BACKPACK-BRSLA-BLK,1305,672,845,460,86,453,1556,1391
SUP-Vietnam-HCM,Consensus_v1,Replenishment,DC-Memphis-TN,2025-W24,NK-BACKPACK-BRSLA-BLK,1826,1311,969,857,51,975,1987,1877
SUP-China-SHH,Consensus_v2,Replenishment,DC-Dubai-UAE,2025-W49,NK-CAP-LEGACY-WHT,3642,2304,2983,659,314,1758,4083,3956
SUP-Cambodia-PNH,Baseline_v2,Seasonal-Build,DC-Shanghai-CN,2025-W15,NK-SOCK-PERF-3PK-L,4342,2571,2290,2052,238,2027,5130,4580
SUP-Bangladesh-DAC,Consensus_v2,Safety-Stock-Build,DC-Shanghai-CN,2025-W52,NK-LEGGING-EPIC-BLK-S,2660,1373,1829,831,228,1122,2869,2888
SUP-Indonesia-JKT,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W39,NK-AIR-MAX-90-NVY-8,2463,1209,1395,1068,81,1664,2712,2544
SUP-Vietnam-HCM,OP_Plan_2025,Seasonal-Build,DC-Portland-OR,2025-W09,NK-BACKPACK-BRSLA-BLK,2361,1184,1512,849,166,1200,2523,2527
SUP-China-SHH,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W14,NK-AIR-MAX-270-BLK-10,3917,1777,2691,1226,237,1846,4128,4154
SUP-Cambodia-PNH,Baseline_v2,Replenishment,DC-Tokyo-JP,2025-W28,NK-SOCK-PERF-3PK-L,2928,2098,2619,309,73,1475,3473,3001
SUP-Indonesia-JKT,Baseline_v1,Seasonal-Build,DC-Laakdal-BE,2025-W33,NK-AIR-MAX-270-BLK-10,4817,2907,3281,1536,134,3292,5161,4951
SUP-India-CHN,Consensus_v2,Safety-Stock-Build,DC-Shanghai-CN,2025-W45,NK-AIR-FORCE-1-WHT-9,3020,2199,1983,1037,135,1787,3333,3155
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Order,DC-Laakdal-BE,2025-W19,NK-LEBRON-20-BLK-12,1655,1301,1452,203,55,874,1963,1710
SUP-Bangladesh-DAC,Consensus_v2,Replenishment,DC-Portland-OR,2025-W05,NK-LEBRON-20-BLK-12,2936,1891,2574,362,231,909,3318,3167
SUP-Vietnam-HCM,OP_Plan_2025,Safety-Stock-Build,DC-Shanghai-CN,2025-W24,NK-JORDAN-1-WHT-10,4362,3412,2594,1768,384,1477,4616,4746
SUP-Bangladesh-DAC,Consensus_v1,Replenishment,DC-Sao-Paulo-BR,2025-W17,NK-AIR-MAX-270-BLK-10,1503,663,929,574,13,852,1608,1516
SUP-China-GZH,OP_Plan_2025,Safety-Stock-Build,DC-Shanghai-CN,2025-W01,NK-BACKPACK-BRSLA-BLK,1865,1068,1515,350,90,1151,2119,1955
SUP-Mexico-MTY,Consensus_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W39,NK-BACKPACK-BRSLA-BLK,3802,1879,2119,1683,70,1417,4284,3872
SUP-Bangladesh-DAC,Consensus_v1,Make-to-Stock,DC-Laakdal-BE,2025-W09,NK-SHORT-DRI-NVY-L,2932,2190,2149,783,210,1315,3119,3142
SUP-Mexico-MTY,Baseline_v1,Safety-Stock-Build,DC-Shanghai-CN,2025-W02,NK-AIR-HUARACHE-BLK-10,797,509,573,224,40,459,936,837
SUP-Vietnam-HCM,Baseline_v1,Make-to-Stock,DC-Sao-Paulo-BR,2025-W12,NK-DUNK-LOW-GRN-9,1030,521,564,466,23,352,1208,1053
SUP-Bangladesh-DAC,Consensus_v2,Make-to-Order,DC-Portland-OR,2025-W04,NK-LEBRON-20-BLK-12,1739,829,1084,655,169,807,1941,1908
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Order,DC-Laakdal-BE,2025-W34,NK-METCON-8-GRY-10,3470,2381,2577,893,30,1980,3676,3500
SUP-China-GZH,Consensus_v1,Seasonal-Build,DC-Shanghai-CN,2025-W29,NK-SOCK-PERF-3PK-L,3498,2539,2333,1165,108,2361,4028,3606
SUP-China-GZH,OP_Plan_2025,Make-to-Order,DC-Portland-OR,2025-W27,NK-TEE-PRO-BLK-M,1256,630,1068,188,11,736,1369,1267
SUP-Mexico-MTY,Consensus_v1,Safety-Stock-Build,DC-Portland-OR,2025-W40,NK-TEE-PRO-BLK-M,1960,1090,1745,215,187,1215,2129,2147
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W52,NK-AIR-FORCE-1-WHT-9,4319,3187,2780,1539,296,1836,4574,4615
SUP-Indonesia-JKT,Consensus_v2,Seasonal-Build,DC-Shanghai-CN,2025-W39,NK-LEBRON-20-BLK-12,1781,1206,1436,345,54,1112,1948,1835
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Laakdal-BE,2025-W05,NK-AIR-HUARACHE-BLK-10,452,199,328,124,24,218,501,476
SUP-India-CHN,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W41,NK-SPORTS-BRA-INDY-M,3666,1721,2634,1032,261,1751,3864,3927
SUP-India-CHN,Consensus_v1,Make-to-Order,DC-Dubai-UAE,2025-W20,NK-JACKET-WIND-RED-XL,1749,880,1199,550,23,1173,2064,1772
SUP-Cambodia-PNH,Baseline_v2,Seasonal-Build,DC-Tokyo-JP,2025-W30,NK-LEGGING-EPIC-BLK-S,3290,2413,2404,886,212,1590,3715,3502
SUP-Bangladesh-DAC,Consensus_v1,Make-to-Order,DC-Shanghai-CN,2025-W02,NK-TEE-PRO-BLK-M,1604,991,887,717,110,991,1723,1714
SUP-China-GZH,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W26,NK-LEBRON-20-BLK-12,2442,1081,1855,587,211,1541,2793,2653
SUP-Indonesia-JKT,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W51,NK-LEBRON-20-BLK-12,851,428,556,295,80,463,1000,931
SUP-China-GZH,Baseline_v1,Seasonal-Build,DC-Sao-Paulo-BR,2025-W31,NK-FREE-RN-5-BLU-9,4988,2521,3050,1938,464,1545,5758,5452
SUP-Cambodia-PNH,Consensus_v2,Make-to-Stock,DC-Portland-OR,2025-W43,NK-FREE-RN-5-BLU-9,4882,2080,4045,837,315,2728,5220,5197
SUP-Vietnam-HCM,Baseline_v2,Make-to-Order,DC-Shanghai-CN,2025-W38,NK-DUNK-LOW-GRN-9,3024,1466,1629,1395,19,1624,3549,3043
SUP-India-CHN,Baseline_v2,Seasonal-Build,DC-Tokyo-JP,2025-W45,NK-FREE-RN-5-BLU-9,1520,849,1326,194,51,1011,1819,1571
SUP-China-GZH,Consensus_v2,Seasonal-Build,DC-Sao-Paulo-BR,2025-W43,NK-AIR-FORCE-1-WHT-9,1673,707,1066,607,111,570,1759,1784
SUP-Mexico-MTY,Baseline_v1,Seasonal-Build,DC-Sao-Paulo-BR,2025-W38,NK-KD-15-GLD-11,3419,2490,2044,1375,144,2172,4039,3563
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Stock,DC-Sao-Paulo-BR,2025-W30,NK-DUNK-LOW-GRN-9,4573,3330,3676,897,22,2915,5102,4595
SUP-Mexico-MTY,OP_Plan_2025,Safety-Stock-Build,DC-Dubai-UAE,2025-W31,NK-SHORT-DRI-NVY-L,2995,1421,1723,1272,55,966,3408,3050
SUP-Vietnam-HCM,Consensus_v1,Safety-Stock-Build,DC-Shanghai-CN,2025-W08,NK-AIR-MAX-90-NVY-8,4991,3077,3062,1929,496,3426,5570,5487
SUP-China-GZH,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W52,NK-REACT-INF-RD-11,4486,3031,2752,1734,311,1894,5221,4797
SUP-Bangladesh-DAC,OP_Plan_2025,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W24,NK-SOCK-PERF-3PK-L,3090,1634,2505,585,21,1743,3619,3111
SUP-China-GZH,Consensus_v1,Safety-Stock-Build,DC-Tokyo-JP,2025-W26,NK-TEE-PRO-BLK-M,1639,668,1102,537,5,1117,1772,1644
SUP-Vietnam-HCM,Consensus_v1,Make-to-Stock,DC-Memphis-TN,2025-W11,NK-AIR-MAX-270-BLK-10,1216,556,977,239,60,808,1303,1276
SUP-Cambodia-PNH,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W23,NK-LEBRON-20-BLK-12,3823,2002,2596,1227,155,2651,4181,3978
SUP-Vietnam-HCM,Consensus_v2,Safety-Stock-Build,DC-Memphis-TN,2025-W36,NK-TEE-PRO-BLK-M,1411,1080,855,556,126,481,1620,1537
SUP-Indonesia-JKT,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W51,NK-AIR-HUARACHE-BLK-10,1647,782,1023,624,15,588,1755,1662
SUP-Mexico-MTY,Baseline_v1,Make-to-Order,DC-Dubai-UAE,2025-W02,NK-ZOOM-PEGA-GRY-10,3721,2738,2671,1050,32,1468,3999,3753
SUP-Cambodia-PNH,Consensus_v1,Make-to-Stock,DC-Sao-Paulo-BR,2025-W14,NK-BACKPACK-BRSLA-BLK,3476,2264,2107,1369,13,1676,4114,3489
SUP-Cambodia-PNH,Consensus_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W51,NK-JORDAN-1-WHT-10,985,666,758,227,96,683,1135,1081
SUP-China-GZH,OP_Plan_2025,Make-to-Stock,DC-Memphis-TN,2025-W42,NK-DUNK-LOW-GRN-9,3947,3015,2577,1370,248,1863,4403,4195
SUP-Bangladesh-DAC,Baseline_v1,Seasonal-Build,DC-Tokyo-JP,2025-W50,NK-SHORT-DRI-NVY-L,4714,3682,2808,1906,294,2308,5568,5008
SUP-Vietnam-HCM,Consensus_v2,Replenishment,DC-Dubai-UAE,2025-W03,NK-LEGGING-EPIC-BLK-S,1877,987,1532,345,127,788,2099,2004
SUP-Mexico-MTY,Baseline_v1,Make-to-Stock,DC-Dubai-UAE,2025-W13,NK-ZOOM-PEGA-GRY-10,4369,2051,2265,2104,253,2905,4703,4622
SUP-India-CHN,OP_Plan_2025,Make-to-Stock,DC-Memphis-TN,2025-W32,NK-AIR-MAX-270-BLK-10,2185,1467,1299,886,18,1328,2500,2203
SUP-Indonesia-JKT,Baseline_v2,Replenishment,DC-Dubai-UAE,2025-W04,NK-LEGGING-EPIC-BLK-S,1637,720,996,641,133,738,1740,1770
SUP-Mexico-MTY,Consensus_v2,Make-to-Order,DC-Memphis-TN,2025-W13,NK-SHORT-DRI-NVY-L,999,793,827,172,28,327,1057,1027
SUP-Bangladesh-DAC,Consensus_v1,Seasonal-Build,DC-Laakdal-BE,2025-W26,NK-FREE-RN-5-BLU-9,2519,1071,1875,644,247,1119,2929,2766
SUP-Indonesia-JKT,Baseline_v2,Seasonal-Build,DC-Shanghai-CN,2025-W40,NK-SPORTS-BRA-INDY-M,4022,2566,3437,585,165,2178,4603,4187
SUP-Mexico-MTY,Baseline_v2,Make-to-Stock,DC-Sao-Paulo-BR,2025-W09,NK-LEGGING-EPIC-BLK-S,280,209,166,114,5,166,307,285
SUP-Mexico-MTY,Baseline_v2,Replenishment,DC-Dubai-UAE,2025-W19,NK-CAP-LEGACY-WHT,4287,3196,2841,1446,326,1532,4506,4613
SUP-Cambodia-PNH,Baseline_v2,Safety-Stock-Build,DC-Tokyo-JP,2025-W42,NK-AIR-MAX-90-NVY-8,235,133,184,51,10,139,254,245
SUP-Indonesia-JKT,Baseline_v2,Seasonal-Build,DC-Dubai-UAE,2025-W26,NK-SOCK-PERF-3PK-L,2975,1901,2366,609,8,1536,3147,2983
SUP-Indonesia-JKT,Baseline_v2,Make-to-Order,DC-Laakdal-BE,2025-W41,NK-KD-15-GLD-11,3569,2151,2414,1155,46,1486,4212,3615
SUP-Indonesia-JKT,Consensus_v2,Replenishment,DC-Dubai-UAE,2025-W22,NK-LEGGING-EPIC-BLK-S,3169,1371,1860,1309,79,2004,3547,3248
SUP-China-GZH,Baseline_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W25,NK-TEE-PRO-BLK-M,821,451,443,378,51,393,957,872
SUP-Cambodia-PNH,Baseline_v1,Replenishment,DC-Laakdal-BE,2025-W18,NK-LEBRON-20-BLK-12,4681,3618,2574,2107,178,1457,5515,4859
SUP-China-SHH,OP_Plan_2025,Make-to-Order,DC-Shanghai-CN,2025-W13,NK-JORDAN-1-WHT-10,1670,1310,1479,191,48,821,1997,1718
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Dubai-UAE,2025-W15,NK-DUNK-LOW-GRN-9,1788,892,1600,188,69,1060,2061,1857
SUP-Indonesia-JKT,Consensus_v1,Make-to-Order,DC-Tokyo-JP,2025-W03,NK-SHORT-DRI-NVY-L,4640,2535,2512,2128,325,1947,5059,4965
SUP-India-CHN,Baseline_v1,Make-to-Stock,DC-Tokyo-JP,2025-W27,NK-DUNK-LOW-GRN-9,3761,1551,2063,1698,238,2480,4300,3999
SUP-Indonesia-JKT,Consensus_v2,Replenishment,DC-Shanghai-CN,2025-W39,NK-METCON-8-GRY-10,868,527,446,422,7,493,1001,875
SUP-China-GZH,Baseline_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W33,NK-LEBRON-20-BLK-12,1242,766,1102,140,18,840,1338,1260
SUP-Vietnam-HCM,Consensus_v1,Replenishment,DC-Memphis-TN,2025-W39,NK-AIR-MAX-90-NVY-8,3296,1340,2914,382,14,1177,3467,3310
SUP-Indonesia-JKT,Baseline_v1,Make-to-Order,DC-Portland-OR,2025-W32,NK-FREE-RN-5-BLU-9,4148,1681,2973,1175,190,2072,4400,4338
SUP-Vietnam-HCM,Consensus_v1,Replenishment,DC-Shanghai-CN,2025-W30,NK-AIR-MAX-90-NVY-8,1752,1274,1251,501,150,674,1999,1902
SUP-India-CHN,Baseline_v1,Make-to-Order,DC-Shanghai-CN,2025-W16,NK-CAP-LEGACY-WHT,3007,1523,1541,1466,35,1650,3578,3042
SUP-Mexico-MTY,Consensus_v2,Make-to-Stock,DC-Memphis-TN,2025-W23,NK-CAP-LEGACY-WHT,1451,752,725,726,139,967,1689,1590
SUP-Vietnam-HCM,Baseline_v2,Make-to-Order,DC-Portland-OR,2025-W18,NK-LEBRON-20-BLK-12,3191,1730,2602,589,74,1773,3463,3265
SUP-India-CHN,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W21,NK-BACKPACK-BRSLA-BLK,2205,921,1357,848,99,764,2465,2304
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Order,DC-Sao-Paulo-BR,2025-W46,NK-AIR-MAX-270-BLK-10,2477,1348,1593,884,131,1322,2896,2608
SUP-China-GZH,OP_Plan_2025,Make-to-Order,DC-Shanghai-CN,2025-W25,NK-ZOOM-PEGA-GRY-10,4193,2353,2655,1538,206,2218,4552,4399
SUP-Vietnam-HCM,Consensus_v1,Make-to-Order,DC-Dubai-UAE,2025-W12,NK-REACT-INF-RD-11,4895,3471,2655,2240,381,1802,5468,5276
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Portland-OR,2025-W28,NK-FREE-RN-5-BLU-9,2347,1845,1527,820,60,932,2625,2407
SUP-Cambodia-PNH,OP_Plan_2025,Make-to-Order,DC-Portland-OR,2025-W14,NK-LEBRON-20-BLK-12,2210,1569,1404,806,124,844,2566,2334
SUP-Mexico-MTY,Consensus_v2,Make-to-Order,DC-Tokyo-JP,2025-W27,NK-SPORTS-BRA-INDY-M,1892,1303,1187,705,171,663,2037,2063
SUP-Indonesia-JKT,Consensus_v1,Seasonal-Build,DC-Shanghai-CN,2025-W35,NK-AIR-HUARACHE-BLK-10,2815,1429,2198,617,185,1958,3067,3000
SUP-Cambodia-PNH,Consensus_v1,Seasonal-Build,DC-Tokyo-JP,2025-W15,NK-CAP-LEGACY-WHT,4997,3602,4071,926,254,2098,5360,5251
SUP-China-GZH,Baseline_v2,Replenishment,DC-Laakdal-BE,2025-W28,NK-AIR-FORCE-1-WHT-9,1135,596,849,286,72,658,1210,1207
SUP-China-GZH,Baseline_v1,Replenishment,DC-Laakdal-BE,2025-W44,NK-METCON-8-GRY-10,720,540,585,135,12,363,808,732
SUP-Cambodia-PNH,Consensus_v1,Seasonal-Build,DC-Shanghai-CN,2025-W52,NK-METCON-8-GRY-10,1032,711,724,308,70,393,1199,1102
SUP-China-GZH,OP_Plan_2025,Seasonal-Build,DC-Memphis-TN,2025-W18,NK-AIR-MAX-270-BLK-10,276,190,236,40,1,132,298,277
SUP-China-SHH,Consensus_v2,Safety-Stock-Build,DC-Tokyo-JP,2025-W02,NK-AIR-FORCE-1-WHT-9,2407,1231,1559,848,38,1574,2530,2445
SUP-Mexico-MTY,Consensus_v1,Replenishment,DC-Memphis-TN,2025-W24,NK-AIR-MAX-90-NVY-8,3670,2213,2567,1103,40,1672,3986,3710
SUP-Indonesia-JKT,Consensus_v2,Safety-Stock-Build,DC-Portland-OR,2025-W43,NK-KD-15-GLD-11,684,328,615,69,0,379,732,684
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Dubai-UAE,2025-W18,NK-KD-15-GLD-11,3575,2005,3103,472,232,1201,4262,3807
SUP-Bangladesh-DAC,Baseline_v2,Make-to-Stock,DC-Tokyo-JP,2025-W34,NK-LEBRON-20-BLK-12,2583,1160,1705,878,90,1573,3023,2673
SUP-China-SHH,Baseline_v2,Make-to-Order,DC-Shanghai-CN,2025-W48,NK-LEBRON-20-BLK-12,3594,1711,2324,1270,38,1981,3839,3632
SUP-China-SHH,Consensus_v1,Replenishment,DC-Sao-Paulo-BR,2025-W07,NK-LEBRON-20-BLK-12,2567,1030,1798,769,98,1768,2756,2665
SUP-Indonesia-JKT,Baseline_v1,Safety-Stock-Build,DC-Dubai-UAE,2025-W44,NK-LEGGING-EPIC-BLK-S,655,404,521,134,49,355,704,704
SUP-China-SHH,OP_Plan_2025,Replenishment,DC-Sao-Paulo-BR,2025-W14,NK-AIR-MAX-270-BLK-10,4480,2306,2827,1653,51,2040,4729,4531
SUP-China-SHH,Consensus_v1,Replenishment,DC-Shanghai-CN,2025-W29,NK-AIR-FORCE-1-WHT-9,4437,2614,3140,1297,84,2151,5259,4521
SUP-China-SHH,Baseline_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W40,NK-TEE-PRO-BLK-M,4656,1984,3351,1305,275,2612,5067,4931
SUP-Bangladesh-DAC,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W09,NK-REACT-INF-RD-11,2900,2044,2277,623,60,1529,3422,2960
SUP-Bangladesh-DAC,Baseline_v2,Replenishment,DC-Sao-Paulo-BR,2025-W43,NK-REACT-INF-RD-11,4829,3318,4331,498,337,2016,5557,5166
SUP-China-SHH,Baseline_v1,Make-to-Stock,DC-Sao-Paulo-BR,2025-W46,NK-SPORTS-BRA-INDY-M,3933,2174,2663,1270,147,1757,4439,4080
SUP-India-CHN,Baseline_v2,Replenishment,DC-Portland-OR,2025-W13,NK-AIR-MAX-270-BLK-10,3696,1946,2353,1343,71,1939,4055,3767
SUP-Indonesia-JKT,Baseline_v1,Make-to-Stock,DC-Portland-OR,2025-W25,NK-AIR-HUARACHE-BLK-10,568,324,384,184,37,242,654,605
SUP-Bangladesh-DAC,Consensus_v2,Seasonal-Build,DC-Dubai-UAE,2025-W12,NK-REACT-INF-RD-11,2054,1041,1373,681,19,719,2284,2073
SUP-China-GZH,Baseline_v1,Make-to-Order,DC-Tokyo-JP,2025-W39,NK-METCON-8-GRY-10,3297,2177,2735,562,137,1085,3597,3434
SUP-Indonesia-JKT,OP_Plan_2025,Seasonal-Build,DC-Sao-Paulo-BR,2025-W36,NK-METCON-8-GRY-10,248,113,200,48,11,118,295,259
SUP-Cambodia-PNH,Baseline_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W12,NK-AIR-MAX-90-NVY-8,1353,795,922,431,78,598,1453,1431
SUP-Cambodia-PNH,OP_Plan_2025,Make-to-Order,DC-Laakdal-BE,2025-W05,NK-TEE-PRO-BLK-M,1824,1412,1577,247,38,575,2118,1862
SUP-India-CHN,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W08,NK-BACKPACK-BRSLA-BLK,2744,1128,1642,1102,126,1513,3110,2870
SUP-Mexico-MTY,Consensus_v2,Make-to-Order,DC-Tokyo-JP,2025-W49,NK-CAP-LEGACY-WHT,3690,2411,2052,1638,163,1935,4344,3853
SUP-Vietnam-HCM,Consensus_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W44,NK-METCON-8-GRY-10,4392,1861,3757,635,144,1870,4948,4536
SUP-Cambodia-PNH,Baseline_v2,Safety-Stock-Build,DC-Laakdal-BE,2025-W52,NK-REACT-INF-RD-11,1109,499,692,417,98,676,1286,1207
SUP-Bangladesh-DAC,Baseline_v2,Safety-Stock-Build,DC-Dubai-UAE,2025-W31,NK-AIR-HUARACHE-BLK-10,1814,1151,981,833,132,825,2118,1946
