Version.[Version Name],Location.[Location],Item.[Item],12W Accuracy,12W MAPE,4W Accuracy,4W MAPE,8W Accuracy,8W MAPE
Baseline_v2,DC-Tokyo-JP,NK-METCON-PPL-13,59.02%,56.99%,86.51%,19.88%,74.53%,42.14%
Baseline_v2,DC-Johannesburg-ZA,NK-DUNK-OGR-7,57.99%,59.06%,83.17%,29.41%,77.87%,33.81%
Consensus_v2,DC-Memphis-TN,NK-ZOOM-PEGA-NVY-12,67.05%,56.55%,74.35%,42.34%,85.56%,23.77%
OP_Plan_2025,DC-Tokyo-JP,NK-ALPHAFLY-NVY-9,68.62%,52.09%,87.71%,21.62%,76.97%,29.38%
Consensus_v1,DC-Sao-Paulo-BR,NK-HOODIE-CLUB-RED-M,71.43%,41.18%,78.25%,30.23%,83.97%,23.82%
OP_Plan_2025,DC-Tokyo-JP,NK-AIR-MAX-PPL-7,69.73%,37.05%,76.23%,39.31%,74.33%,34.28%
Consensus_v2,DC-Johannesburg-ZA,NK-REACT-WHT-7,80.47%,27.45%,77.81%,32.53%,84.03%,21.14%
Baseline_v1,DC-Shanghai-CN,NK-FREE-RN-OGR-11,59.66%,49.32%,90.60%,13.08%,62.23%,53.99%
OP_Plan_2025,DC-Johannesburg-ZA,NK-BLAZER-WHT-8,55.98%,60.00%,86.59%,21.08%,65.14%,60.00%
Consensus_v1,DC-Memphis-TN,NK-TEE-PRO-WHT-M,72.43%,45.75%,80.36%,34.63%,69.16%,43.15%
Baseline_v2,DC-Johannesburg-ZA,NK-CORTEZ-RED-12,56.51%,60.00%,77.42%,31.30%,72.38%,37.16%
Consensus_v1,DC-Dubai-UAE,NK-LEGGING-EPIC-RED-M,77.83%,29.01%,94.46%,7.90%,82.85%,25.05%
Consensus_v2,DC-Memphis-TN,NK-FREE-RN-NVY-13,54.27%,60.00%,87.03%,17.69%,77.42%,33.72%
Consensus_v1,DC-Dubai-UAE,NK-ALPHAFLY-WHT-8,53.78%,60.00%,77.30%,31.18%,71.60%,45.39%
Baseline_v2,DC-Portland-OR,NK-REACT-NVY-7,63.14%,55.39%,85.75%,22.78%,72.90%,43.92%
Baseline_v1,DC-Shanghai-CN,NK-ALPHAFLY-GLD-12,59.94%,60.00%,75.01%,41.94%,75.21%,40.91%
Consensus_v2,DC-Laakdal-BE,NK-KD-BLU-12,65.20%,49.82%,85.39%,24.53%,84.47%,22.89%
Consensus_v2,DC-Sao-Paulo-BR,NK-KD-OGR-12,50.97%,60.00%,91.86%,14.63%,73.10%,34.08%
OP_Plan_2025,DC-Memphis-TN,NK-KD-OGR-7,65.02%,59.98%,73.26%,47.69%,75.33%,33.91%
Consensus_v2,DC-Laakdal-BE,NK-JORDAN-BLU-7,57.28%,55.52%,74.97%,34.51%,82.28%,26.28%
Baseline_v2,DC-Dubai-UAE,NK-REACT-PPL-12,51.68%,60.00%,90.87%,10.99%,73.87%,36.51%
Baseline_v1,DC-Portland-OR,NK-METCON-BLK-9,55.90%,53.96%,73.15%,33.77%,80.73%,26.38%
Baseline_v2,DC-Portland-OR,NK-LEBRON-RED-11,64.63%,48.61%,72.45%,36.18%,72.77%,47.96%
Baseline_v1,DC-Sao-Paulo-BR,NK-FREE-RN-BLK-7,62.45%,60.00%,92.55%,10.88%,75.92%,35.78%
Consensus_v2,DC-Tokyo-JP,NK-TEE-PRO-GRY-S,64.49%,48.55%,86.15%,24.33%,87.01%,19.55%
Baseline_v2,DC-Tokyo-JP,NK-ALPHAFLY-GLD-9,72.69%,42.40%,82.86%,23.90%,86.76%,22.44%
Baseline_v2,DC-Tokyo-JP,NK-ALPHAFLY-GRN-11,52.38%,60.00%,82.29%,29.00%,71.30%,35.54%
Baseline_v2,DC-Memphis-TN,NK-LEBRON-BLU-12,80.35%,24.66%,85.13%,25.96%,62.16%,60.00%
Baseline_v2,DC-Tokyo-JP,NK-BLAZER-BLU-8,72.17%,45.63%,84.36%,18.90%,68.70%,46.01%
Consensus_v2,DC-Shanghai-CN,NK-BLAZER-PPL-7,81.28%,32.05%,84.38%,23.74%,72.55%,35.73%
Baseline_v2,DC-Portland-OR,NK-LEGGING-EPIC-NVY-L,52.90%,60.00%,73.36%,36.31%,64.70%,48.62%
Consensus_v2,DC-Tokyo-JP,NK-KD-BLU-9,63.82%,60.00%,89.76%,13.34%,72.00%,39.43%
Consensus_v1,DC-Laakdal-BE,NK-TEE-PRO-GRY-M,57.18%,60.00%,85.26%,20.71%,83.06%,22.75%
Baseline_v1,DC-Tokyo-JP,NK-JACKET-WIND-BLK-L,68.28%,54.50%,86.91%,19.72%,73.58%,47.03%
Baseline_v1,DC-Laakdal-BE,NK-JORDAN-PPL-9,52.96%,60.00%,91.96%,12.46%,80.67%,27.51%
Consensus_v2,DC-Johannesburg-ZA,NK-VAPORFLY-GRY-8,61.14%,60.00%,77.61%,39.85%,86.91%,17.65%
Consensus_v2,DC-Sao-Paulo-BR,NK-AIR-FORCE-GLD-9,53.82%,60.00%,92.45%,9.79%,66.50%,45.56%
Consensus_v2,DC-Shanghai-CN,NK-JORDAN-GLD-13,72.76%,32.80%,75.20%,40.89%,63.25%,60.00%
Consensus_v1,DC-Shanghai-CN,NK-CORTEZ-OGR-13,62.96%,44.50%,89.93%,15.25%,78.67%,35.67%
Baseline_v2,DC-Tokyo-JP,NK-FREE-RN-PPL-8,58.90%,59.06%,83.41%,19.99%,74.79%,45.17%
Baseline_v2,DC-Shanghai-CN,NK-CORTEZ-WHT-12,61.13%,60.00%,75.08%,44.16%,63.89%,47.65%
Consensus_v1,DC-Tokyo-JP,NK-ZOOM-PEGA-BLK-12,72.53%,36.55%,78.66%,28.66%,67.55%,46.94%
Consensus_v1,DC-Sao-Paulo-BR,NK-LEBRON-OGR-13,59.71%,60.00%,91.92%,13.92%,72.88%,39.78%
Baseline_v1,DC-Laakdal-BE,NK-CORTEZ-PPL-8,61.51%,60.00%,83.64%,27.27%,84.32%,26.77%
Consensus_v1,DC-Laakdal-BE,NK-AIR-MAX-RED-12,74.52%,35.23%,72.23%,40.15%,70.56%,47.57%
OP_Plan_2025,DC-Johannesburg-ZA,NK-JORDAN-GRN-11,53.34%,60.00%,94.63%,9.38%,84.15%,19.52%
Consensus_v1,DC-Dubai-UAE,NK-HOODIE-CLUB-RED-XL,65.18%,48.75%,75.60%,40.29%,76.77%,31.70%
OP_Plan_2025,DC-Memphis-TN,NK-LEBRON-GRY-8,50.87%,60.00%,76.01%,36.67%,80.58%,28.49%
Baseline_v1,DC-Tokyo-JP,NK-KD-GRY-13,64.85%,44.99%,76.18%,35.79%,70.39%,40.11%
Consensus_v2,DC-Portland-OR,NK-DUNK-WHT-12,78.79%,33.45%,75.76%,33.51%,78.15%,30.18%
Consensus_v1,DC-Sao-Paulo-BR,NK-CORTEZ-WHT-8,70.45%,36.91%,86.87%,19.37%,75.75%,29.60%
Consensus_v1,DC-Memphis-TN,NK-KD-RED-13,55.23%,56.53%,84.54%,19.78%,79.98%,33.57%
OP_Plan_2025,DC-Laakdal-BE,NK-ZOOM-PEGA-RED-9,77.78%,37.71%,84.15%,23.47%,64.77%,56.00%
Baseline_v2,DC-Tokyo-JP,NK-BLAZER-PPL-10,62.32%,60.00%,73.13%,36.39%,65.53%,46.75%
Consensus_v2,DC-Dubai-UAE,NK-ZOOM-PEGA-GRY-13,70.45%,41.50%,88.34%,14.78%,81.13%,25.75%
Baseline_v2,DC-Laakdal-BE,NK-AIR-FORCE-WHT-7,52.40%,60.00%,90.15%,15.38%,79.01%,37.76%
Consensus_v2,DC-Laakdal-BE,NK-FREE-RN-BLK-12,81.44%,32.43%,86.87%,20.86%,65.34%,55.12%
Consensus_v2,DC-Dubai-UAE,NK-CORTEZ-GRY-11,51.76%,60.00%,80.33%,33.35%,80.24%,29.16%
Consensus_v1,DC-Memphis-TN,NK-ALPHAFLY-NVY-11,60.82%,60.00%,93.78%,8.49%,72.35%,48.64%
Consensus_v1,DC-Johannesburg-ZA,NK-REACT-BLK-7,51.83%,60.00%,90.79%,15.20%,80.19%,27.42%
Baseline_v2,DC-Memphis-TN,NK-LEBRON-BLU-11,52.46%,60.00%,92.00%,13.87%,73.67%,38.84%
Consensus_v1,DC-Dubai-UAE,NK-SPORTS-BRA-INDY-BLK-M,56.16%,55.29%,91.29%,15.03%,68.32%,48.48%
Baseline_v2,DC-Memphis-TN,NK-DUNK-NVY-13,60.96%,59.65%,89.48%,12.93%,83.94%,23.50%
Consensus_v2,DC-Johannesburg-ZA,NK-AIR-MAX-BLU-9,68.81%,53.16%,76.29%,31.13%,66.79%,40.99%
OP_Plan_2025,DC-Laakdal-BE,NK-AIR-FORCE-NVY-13,81.83%,32.34%,76.67%,41.98%,76.08%,32.79%
Baseline_v2,DC-Portland-OR,NK-JORDAN-NVY-8,61.28%,49.39%,85.36%,24.09%,79.56%,27.06%
OP_Plan_2025,DC-Memphis-TN,NK-JACKET-WIND-NVY-XL,53.38%,60.00%,91.75%,14.67%,78.34%,28.39%
Consensus_v2,DC-Portland-OR,NK-HUARACHE-BLU-12,73.92%,44.61%,89.97%,16.26%,83.70%,20.11%
Consensus_v2,DC-Tokyo-JP,NK-ALPHAFLY-NVY-9,72.79%,35.52%,94.03%,7.28%,77.07%,29.80%
Baseline_v1,DC-Laakdal-BE,NK-REACT-WHT-13,79.18%,26.82%,76.87%,29.76%,81.73%,27.41%
OP_Plan_2025,DC-Memphis-TN,NK-REACT-RED-7,79.17%,36.59%,85.20%,20.87%,83.65%,24.46%
Baseline_v1,DC-Memphis-TN,NK-REACT-BLK-9,58.07%,60.00%,78.72%,29.30%,71.22%,44.29%
Consensus_v2,DC-Johannesburg-ZA,NK-AIR-FORCE-OGR-13,80.99%,27.98%,74.38%,40.84%,85.58%,18.76%
Baseline_v2,DC-Laakdal-BE,NK-ZOOM-PEGA-BLK-8,60.74%,60.00%,83.98%,23.73%,63.85%,60.00%
OP_Plan_2025,DC-Memphis-TN,NK-LEBRON-WHT-7,55.34%,60.00%,75.00%,39.66%,67.13%,41.37%
OP_Plan_2025,DC-Dubai-UAE,NK-KD-NVY-7,51.75%,58.41%,74.87%,35.68%,67.96%,42.64%
Consensus_v2,DC-Johannesburg-ZA,NK-BLAZER-OGR-7,81.73%,23.71%,82.48%,30.39%,76.81%,39.42%
Baseline_v1,DC-Laakdal-BE,NK-SPORTS-BRA-INDY-NVY-S,78.39%,29.50%,82.74%,27.81%,67.88%,41.08%
Baseline_v1,DC-Memphis-TN,NK-VAPORFLY-GRY-10,64.01%,49.89%,92.93%,10.10%,78.40%,31.50%
Baseline_v2,DC-Portland-OR,NK-HOODIE-CLUB-NVY-L,69.97%,44.58%,82.33%,31.17%,86.77%,17.77%
Consensus_v2,DC-Memphis-TN,NK-ZOOM-PEGA-OGR-12,75.32%,39.69%,72.09%,36.22%,71.09%,40.17%
OP_Plan_2025,DC-Memphis-TN,NK-ZOOM-PEGA-GLD-10,62.97%,57.68%,75.36%,41.73%,68.11%,50.75%
Consensus_v2,DC-Shanghai-CN,NK-METCON-RED-11,58.49%,60.00%,78.20%,36.88%,87.98%,15.94%
Consensus_v1,DC-Dubai-UAE,NK-AIR-FORCE-BLK-13,80.86%,24.85%,83.57%,27.56%,65.53%,60.00%
Consensus_v2,DC-Portland-OR,NK-AIR-FORCE-OGR-10,60.95%,60.00%,78.25%,36.75%,71.84%,35.29%
Consensus_v2,DC-Sao-Paulo-BR,NK-DUNK-BLU-8,54.60%,60.00%,92.84%,9.18%,63.41%,44.31%
Baseline_v1,DC-Memphis-TN,NK-DUNK-GRY-9,69.56%,54.50%,77.61%,30.98%,74.56%,31.49%
OP_Plan_2025,DC-Dubai-UAE,NK-JORDAN-PPL-11,51.10%,60.00%,83.50%,21.06%,77.14%,31.55%
Baseline_v2,DC-Tokyo-JP,NK-CORTEZ-GRN-11,57.96%,60.00%,80.98%,33.00%,83.15%,27.44%
Consensus_v2,DC-Dubai-UAE,NK-METCON-RED-10,56.77%,60.00%,74.15%,31.28%,84.71%,20.51%
Consensus_v1,DC-Sao-Paulo-BR,NK-LEBRON-PPL-10,60.99%,47.26%,94.06%,7.81%,80.65%,30.93%
Baseline_v1,DC-Portland-OR,NK-LEBRON-GLD-10,50.24%,60.00%,72.46%,42.74%,73.84%,39.52%
Consensus_v2,DC-Tokyo-JP,NK-CORTEZ-OGR-8,56.74%,58.05%,88.84%,14.95%,83.14%,26.18%
Baseline_v2,DC-Memphis-TN,NK-JACKET-WIND-NVY-M,67.32%,40.25%,85.30%,22.91%,81.21%,22.87%
Baseline_v1,DC-Dubai-UAE,NK-DUNK-BLU-12,65.55%,53.04%,86.42%,19.22%,87.89%,18.03%
OP_Plan_2025,DC-Memphis-TN,NK-METCON-WHT-7,69.80%,37.72%,92.80%,8.64%,77.45%,36.80%
Baseline_v2,DC-Portland-OR,NK-KD-BLU-8,70.39%,51.50%,91.13%,13.11%,74.66%,44.63%
Baseline_v2,DC-Laakdal-BE,NK-AIR-FORCE-RED-12,64.99%,59.94%,82.55%,22.84%,69.86%,37.08%
Consensus_v1,DC-Laakdal-BE,NK-FREE-RN-GLD-7,61.48%,60.00%,74.88%,35.90%,62.73%,60.00%
Consensus_v2,DC-Sao-Paulo-BR,NK-JORDAN-OGR-7,65.35%,60.00%,79.05%,37.24%,87.08%,17.75%
Consensus_v2,DC-Laakdal-BE,NK-JORDAN-OGR-7,81.62%,26.36%,92.53%,9.32%,70.60%,39.65%
Consensus_v1,DC-Memphis-TN,NK-AIR-FORCE-GRN-9,50.63%,60.00%,77.50%,30.80%,72.69%,36.61%
Baseline_v1,DC-Tokyo-JP,NK-HUARACHE-WHT-13,75.28%,38.80%,87.65%,20.94%,65.81%,44.30%
Consensus_v2,DC-Shanghai-CN,NK-ZOOM-PEGA-GLD-8,77.01%,29.50%,92.68%,11.53%,65.48%,43.82%
OP_Plan_2025,DC-Portland-OR,NK-BLAZER-GRN-7,75.32%,32.59%,92.88%,8.92%,86.35%,23.14%
OP_Plan_2025,DC-Laakdal-BE,NK-VAPORFLY-GLD-11,68.43%,50.11%,93.90%,7.50%,65.90%,51.92%
OP_Plan_2025,DC-Tokyo-JP,NK-LEBRON-GRN-12,50.46%,60.00%,84.34%,23.52%,68.70%,50.73%
Baseline_v2,DC-Portland-OR,NK-VAPORFLY-BLU-9,52.31%,60.00%,72.31%,42.24%,73.95%,39.06%
Baseline_v1,DC-Portland-OR,NK-DUNK-GLD-12,77.52%,29.85%,76.83%,32.29%,83.30%,25.42%
Consensus_v2,DC-Tokyo-JP,NK-ZOOM-PEGA-RED-13,51.00%,60.00%,86.79%,21.90%,77.21%,30.99%
Baseline_v2,DC-Shanghai-CN,NK-HUARACHE-GLD-7,67.50%,49.65%,83.54%,24.24%,81.59%,23.55%
Consensus_v2,DC-Portland-OR,NK-REACT-OGR-8,74.47%,31.85%,78.83%,25.41%,87.04%,22.69%
OP_Plan_2025,DC-Dubai-UAE,NK-HUARACHE-BLU-9,75.25%,33.18%,88.56%,14.42%,78.20%,30.82%
Consensus_v1,DC-Johannesburg-ZA,NK-ALPHAFLY-GLD-12,51.42%,60.00%,89.55%,17.57%,72.01%,40.60%
Baseline_v1,DC-Laakdal-BE,NK-REACT-GLD-12,76.07%,42.16%,88.11%,19.69%,64.75%,53.00%
Baseline_v1,DC-Sao-Paulo-BR,NK-JORDAN-NVY-8,65.10%,52.15%,84.32%,22.52%,84.05%,23.85%
Consensus_v2,DC-Portland-OR,NK-KD-BLU-13,75.41%,36.69%,79.67%,30.40%,76.89%,31.03%
Consensus_v1,DC-Memphis-TN,NK-ALPHAFLY-WHT-13,64.74%,48.81%,77.49%,39.83%,69.93%,39.13%
Baseline_v1,DC-Dubai-UAE,NK-DUNK-RED-13,62.08%,51.39%,84.69%,21.65%,73.63%,46.92%
Baseline_v1,DC-Tokyo-JP,NK-KD-NVY-10,65.66%,47.11%,88.81%,13.94%,79.26%,27.84%
Baseline_v2,DC-Sao-Paulo-BR,NK-JACKET-WIND-WHT-S,77.98%,31.08%,89.07%,13.46%,84.17%,20.88%
Consensus_v1,DC-Portland-OR,NK-FREE-RN-BLU-7,53.95%,58.67%,78.48%,29.28%,75.50%,32.85%
Baseline_v2,DC-Dubai-UAE,NK-BLAZER-RED-12,64.51%,43.39%,72.80%,34.72%,85.78%,21.27%
Consensus_v1,DC-Shanghai-CN,NK-DUNK-WHT-13,75.18%,37.38%,74.61%,30.52%,87.99%,20.20%
Consensus_v2,DC-Shanghai-CN,NK-LEGGING-EPIC-RED-L,60.03%,60.00%,87.34%,16.72%,84.88%,19.91%
OP_Plan_2025,DC-Laakdal-BE,NK-FREE-RN-BLU-12,61.57%,48.61%,93.46%,10.34%,82.85%,25.38%
Consensus_v1,DC-Tokyo-JP,NK-ALPHAFLY-GRY-10,55.60%,60.00%,74.19%,31.40%,72.49%,49.40%
OP_Plan_2025,DC-Shanghai-CN,NK-METCON-GRY-11,73.15%,34.42%,73.45%,34.85%,62.84%,60.00%
Consensus_v1,DC-Laakdal-BE,NK-REACT-BLU-9,65.65%,49.62%,78.93%,28.44%,71.68%,38.31%
Consensus_v1,DC-Shanghai-CN,NK-LEBRON-GLD-13,61.82%,49.47%,86.94%,18.04%,73.96%,35.61%
Consensus_v2,DC-Dubai-UAE,NK-ALPHAFLY-OGR-13,65.97%,43.08%,85.15%,20.78%,80.80%,28.89%
Baseline_v2,DC-Johannesburg-ZA,NK-REACT-OGR-11,52.96%,59.30%,72.36%,39.14%,64.34%,48.29%
Consensus_v2,DC-Sao-Paulo-BR,NK-REACT-PPL-8,53.00%,60.00%,72.05%,44.25%,65.67%,60.00%
Baseline_v2,DC-Dubai-UAE,NK-KD-RED-12,62.87%,45.69%,74.08%,45.85%,68.72%,43.86%
Baseline_v2,DC-Portland-OR,NK-KD-GLD-10,54.91%,60.00%,81.22%,26.48%,82.09%,30.12%
Consensus_v2,DC-Memphis-TN,NK-KD-RED-9,51.51%,60.00%,80.32%,28.42%,83.04%,24.21%
Consensus_v1,DC-Johannesburg-ZA,NK-KD-BLK-9,62.28%,60.00%,83.57%,24.57%,62.10%,56.87%
Baseline_v2,DC-Portland-OR,NK-AIR-FORCE-GLD-7,53.04%,60.00%,86.97%,22.42%,85.24%,25.85%
Consensus_v1,DC-Johannesburg-ZA,NK-DUNK-WHT-11,52.76%,60.00%,85.95%,18.26%,82.73%,28.18%
Baseline_v2,DC-Laakdal-BE,NK-JORDAN-GLD-12,76.76%,30.89%,81.21%,28.75%,78.11%,34.98%
Consensus_v2,DC-Tokyo-JP,NK-LEGGING-EPIC-GRY-M,81.41%,23.40%,75.60%,43.55%,83.91%,24.15%
OP_Plan_2025,DC-Dubai-UAE,NK-CORTEZ-BLK-9,68.91%,49.49%,80.05%,35.05%,63.71%,55.52%
Consensus_v2,DC-Portland-OR,NK-JORDAN-GLD-10,66.28%,41.72%,85.96%,24.01%,76.07%,40.26%
Consensus_v1,DC-Memphis-TN,NK-VAPORFLY-NVY-9,64.47%,45.68%,85.08%,25.67%,73.24%,47.64%
Consensus_v1,DC-Johannesburg-ZA,NK-SHORT-DRI-RED-XL,72.47%,39.18%,94.83%,8.37%,69.64%,48.68%
Baseline_v2,DC-Johannesburg-ZA,NK-HUARACHE-BLK-12,66.13%,40.92%,72.50%,43.42%,66.25%,51.95%
Consensus_v2,DC-Portland-OR,NK-VAPORFLY-RED-7,58.62%,56.54%,90.60%,13.32%,75.63%,39.05%
Baseline_v2,DC-Portland-OR,NK-ALPHAFLY-GRY-11,61.52%,47.95%,79.23%,25.97%,79.81%,32.80%
Consensus_v2,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-NVY-9,81.33%,26.74%,79.25%,33.39%,84.66%,20.60%
Consensus_v1,DC-Tokyo-JP,NK-AIR-FORCE-OGR-11,64.74%,48.36%,77.59%,36.90%,66.37%,44.18%
Consensus_v1,DC-Sao-Paulo-BR,NK-HUARACHE-BLU-13,69.08%,50.27%,81.61%,22.88%,69.12%,55.22%
Baseline_v2,DC-Tokyo-JP,NK-FREE-RN-BLU-12,64.32%,60.00%,72.23%,35.80%,82.17%,26.17%
Consensus_v2,DC-Laakdal-BE,NK-HUARACHE-GRY-10,70.14%,40.43%,76.81%,39.64%,85.56%,22.03%
Consensus_v1,DC-Portland-OR,NK-BLAZER-GLD-13,56.17%,60.00%,83.58%,20.30%,85.81%,22.26%
Baseline_v1,DC-Laakdal-BE,NK-SHORT-DRI-BLK-S,69.22%,46.73%,89.05%,18.58%,87.16%,22.26%
Baseline_v1,DC-Shanghai-CN,NK-LEBRON-NVY-11,58.52%,60.00%,92.52%,12.27%,75.22%,44.49%
Consensus_v2,DC-Memphis-TN,NK-VAPORFLY-GRY-9,77.17%,33.47%,86.58%,17.24%,73.52%,40.70%
OP_Plan_2025,DC-Tokyo-JP,NK-AIR-FORCE-WHT-11,71.13%,43.70%,84.62%,25.80%,77.16%,40.57%
Consensus_v2,DC-Johannesburg-ZA,NK-FREE-RN-OGR-7,54.02%,60.00%,89.21%,14.30%,67.34%,42.91%
Baseline_v1,DC-Dubai-UAE,NK-SPORTS-BRA-INDY-NVY-XL,51.86%,60.00%,89.52%,15.75%,87.70%,18.20%
Baseline_v1,DC-Shanghai-CN,NK-VAPORFLY-NVY-13,73.51%,35.79%,80.91%,31.90%,74.82%,32.95%
Consensus_v1,DC-Shanghai-CN,NK-AIR-MAX-OGR-10,77.97%,35.79%,86.21%,22.06%,71.85%,49.91%
Consensus_v2,DC-Memphis-TN,NK-REACT-GLD-13,63.79%,49.71%,76.56%,30.15%,87.99%,18.90%
Consensus_v1,DC-Laakdal-BE,NK-METCON-NVY-7,56.12%,60.00%,94.93%,7.40%,70.33%,51.75%
Consensus_v2,DC-Laakdal-BE,NK-KD-NVY-13,75.97%,29.64%,78.10%,35.29%,86.67%,18.14%
Baseline_v1,DC-Dubai-UAE,NK-SOCK-PERF-3PK-BLK,64.37%,59.78%,78.01%,38.87%,80.88%,25.46%
Baseline_v2,DC-Tokyo-JP,NK-REACT-PPL-13,54.06%,60.00%,93.27%,10.17%,65.04%,53.03%
Baseline_v1,DC-Portland-OR,NK-HUARACHE-BLU-13,65.76%,58.28%,81.33%,33.27%,64.92%,47.74%
Baseline_v1,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-NVY-12,64.20%,60.00%,73.51%,43.00%,68.19%,45.59%
Consensus_v1,DC-Sao-Paulo-BR,NK-AIR-MAX-GLD-10,76.92%,28.20%,84.06%,28.34%,77.80%,39.74%
Consensus_v1,DC-Sao-Paulo-BR,NK-FREE-RN-NVY-10,77.97%,26.84%,78.42%,30.41%,86.00%,18.53%
Consensus_v1,DC-Tokyo-JP,NK-REACT-BLU-11,54.98%,60.00%,77.36%,38.66%,80.91%,34.15%
OP_Plan_2025,DC-Tokyo-JP,NK-ZOOM-PEGA-GRN-13,73.53%,33.03%,94.08%,9.51%,85.60%,23.58%
Consensus_v1,DC-Tokyo-JP,NK-FREE-RN-RED-7,79.61%,35.09%,77.35%,28.75%,70.48%,39.33%
Baseline_v1,DC-Portland-OR,NK-AIR-MAX-BLK-8,80.95%,25.92%,82.58%,27.25%,66.90%,55.70%
Baseline_v1,DC-Shanghai-CN,NK-AIR-FORCE-BLU-7,60.15%,59.38%,87.46%,16.87%,81.33%,30.80%
Baseline_v1,DC-Dubai-UAE,NK-CORTEZ-BLU-10,59.06%,60.00%,72.60%,37.57%,76.40%,28.34%
Baseline_v1,DC-Memphis-TN,NK-ZOOM-PEGA-RED-13,53.73%,60.00%,81.28%,30.07%,66.94%,55.92%
OP_Plan_2025,DC-Shanghai-CN,NK-METCON-RED-11,76.42%,29.15%,82.40%,22.90%,78.56%,38.27%
Baseline_v1,DC-Laakdal-BE,NK-DUNK-GRN-9,52.77%,60.00%,85.09%,25.79%,86.49%,22.21%
Baseline_v1,DC-Dubai-UAE,NK-DUNK-WHT-8,59.65%,57.71%,73.13%,35.32%,82.55%,25.69%
Baseline_v1,DC-Sao-Paulo-BR,NK-FREE-RN-BLK-10,68.61%,47.71%,78.26%,27.62%,68.55%,55.11%
Consensus_v1,DC-Sao-Paulo-BR,NK-AIR-FORCE-GRN-8,67.18%,57.83%,90.56%,14.29%,65.04%,44.67%
Baseline_v1,DC-Tokyo-JP,NK-HUARACHE-BLK-12,66.97%,52.77%,74.00%,40.65%,63.48%,58.56%
Consensus_v2,DC-Dubai-UAE,NK-HUARACHE-NVY-11,65.52%,52.56%,83.54%,26.92%,64.94%,50.61%
Baseline_v1,DC-Tokyo-JP,NK-REACT-BLK-11,64.02%,60.00%,78.57%,26.62%,70.99%,47.75%
Baseline_v2,DC-Dubai-UAE,NK-CORTEZ-NVY-10,58.19%,60.00%,93.80%,7.70%,73.87%,40.92%
Baseline_v2,DC-Dubai-UAE,NK-ALPHAFLY-BLK-12,63.14%,60.00%,90.27%,14.57%,85.26%,20.05%
Baseline_v2,DC-Laakdal-BE,NK-HOODIE-CLUB-RED-XL,55.71%,59.51%,91.76%,10.33%,84.49%,21.60%
Consensus_v2,DC-Tokyo-JP,NK-HUARACHE-BLK-11,64.14%,50.49%,79.37%,26.42%,69.70%,46.76%
Consensus_v2,DC-Tokyo-JP,NK-BLAZER-WHT-10,75.37%,33.69%,79.03%,26.08%,86.25%,19.76%
Baseline_v1,DC-Portland-OR,NK-AIR-FORCE-GRN-12,77.98%,26.99%,91.10%,13.72%,77.79%,33.62%
Consensus_v1,DC-Laakdal-BE,NK-CORTEZ-WHT-12,61.93%,53.72%,91.88%,11.25%,80.05%,24.14%
Consensus_v1,DC-Portland-OR,NK-HUARACHE-GLD-9,67.98%,52.66%,90.17%,13.08%,79.60%,34.31%
Baseline_v2,DC-Dubai-UAE,NK-HUARACHE-RED-11,50.13%,60.00%,86.03%,19.97%,69.92%,36.55%
Baseline_v2,DC-Shanghai-CN,NK-HUARACHE-GRY-9,65.94%,49.83%,78.14%,29.43%,67.91%,45.04%
Baseline_v1,DC-Laakdal-BE,NK-JORDAN-GRN-10,57.38%,58.59%,91.71%,12.01%,64.32%,52.18%
Baseline_v1,DC-Memphis-TN,NK-LEGGING-EPIC-NVY-L,60.80%,49.16%,91.03%,13.06%,77.50%,28.21%
OP_Plan_2025,DC-Portland-OR,NK-KD-WHT-8,54.96%,60.00%,82.90%,20.56%,62.29%,54.68%
OP_Plan_2025,DC-Memphis-TN,NK-CORTEZ-GLD-9,68.25%,54.53%,77.48%,39.71%,66.45%,42.54%
Baseline_v1,DC-Sao-Paulo-BR,NK-LEBRON-GLD-7,73.20%,34.00%,92.29%,11.26%,81.44%,33.41%
OP_Plan_2025,DC-Portland-OR,NK-LEBRON-OGR-12,79.29%,30.64%,76.01%,42.65%,66.57%,43.68%
Consensus_v2,DC-Tokyo-JP,NK-AIR-FORCE-OGR-13,78.98%,37.51%,75.67%,31.59%,69.41%,51.25%
Baseline_v2,DC-Memphis-TN,NK-VAPORFLY-GRY-10,55.02%,54.38%,90.55%,11.62%,77.69%,37.57%
Baseline_v1,DC-Memphis-TN,NK-KD-BLK-9,58.78%,59.36%,75.18%,36.13%,76.36%,36.86%
OP_Plan_2025,DC-Johannesburg-ZA,NK-REACT-NVY-13,54.00%,58.14%,91.82%,12.58%,72.67%,38.26%
Consensus_v1,DC-Shanghai-CN,NK-REACT-NVY-11,66.86%,40.91%,78.57%,38.08%,70.13%,37.60%
Consensus_v1,DC-Memphis-TN,NK-AIR-MAX-OGR-8,63.64%,50.91%,82.68%,25.29%,82.79%,28.28%
Consensus_v2,DC-Dubai-UAE,NK-ZOOM-PEGA-BLU-10,66.28%,41.57%,74.29%,31.69%,79.33%,34.82%
Baseline_v2,DC-Memphis-TN,NK-TEE-PRO-GRY-L,81.21%,33.44%,91.77%,13.38%,74.54%,38.50%
