Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
Packaging,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000401,DC-Dubai-UAE,2025-W15,NK-CORTEZ-GRY-11,4107,332,4439,4475,3796
WIP,FIRM,SUP-Bangladesh-DAC,Baseline_v2,Buy,Seasonal-Build,ORD-2025-000402,DC-Dubai-UAE,2025-W25,NK-FREE-RN-BLK-12,863,2050,2913,2914,1974
Finished-Goods,FORECAST,SUP-Mexico-MTY,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000403,DC-Shanghai-CN,2025-W21,NK-CORTEZ-BLU-8,3626,353,3979,4038,2611
Finished-Goods,FORECAST,SUP-India-CHN,Baseline_v2,Buy,Make-to-Order,ORD-2025-000404,DC-Portland-OR,2025-W43,NK-CORTEZ-BLU-9,4651,682,5333,5250,2725
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000405,DC-Shanghai-CN,2025-W18,NK-FREE-RN-GLD-11,1395,332,1727,1767,1425
Raw-Material,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Buy,Make-to-Order,ORD-2025-000406,DC-Dubai-UAE,2025-W13,NK-METCON-GRN-7,2762,263,3025,3174,1845
Raw-Material,FORECAST,SUP-Indonesia-JKT,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000407,DC-Memphis-TN,2025-W07,NK-ALPHAFLY-RED-13,3174,522,3696,3831,1928
Finished-Goods,FIRM,SUP-China-GZH,Consensus_v2,Make,Replenishment,ORD-2025-000408,DC-Johannesburg-ZA,2025-W51,NK-FREE-RN-NVY-9,875,2500,3375,3239,2420
WIP,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000409,DC-Laakdal-BE,2025-W30,NK-JORDAN-WHT-9,161,22,183,178,93
Raw-Material,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000410,DC-Sao-Paulo-BR,2025-W46,NK-METCON-BLK-11,3708,675,4383,4210,3509
WIP,FIRM,SUP-Vietnam-HCM,Consensus_v1,Buy,Seasonal-Build,ORD-2025-000411,DC-Johannesburg-ZA,2025-W44,NK-METCON-WHT-10,1393,3184,4577,4597,2423
WIP,FORECAST,SUP-Cambodia-PNH,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000412,DC-Sao-Paulo-BR,2025-W34,NK-HUARACHE-GLD-11,1117,89,1206,1206,609
Finished-Goods,FORECAST,SUP-India-CHN,Consensus_v2,Make,Make-to-Stock,ORD-2025-000413,DC-Shanghai-CN,2025-W01,NK-DUNK-BLK-13,3318,531,3849,3926,2229
Semi-Finished,FIRM,SUP-Cambodia-PNH,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000414,DC-Portland-OR,2025-W15,NK-AIR-FORCE-WHT-8,329,1804,2133,2066,1720
Semi-Finished,FIRM,SUP-Indonesia-JKT,Consensus_v1,Transfer,Replenishment,ORD-2025-000415,DC-Sao-Paulo-BR,2025-W29,NK-AIR-FORCE-GLD-9,281,1846,2127,2183,1174
Finished-Goods,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000416,DC-Johannesburg-ZA,2025-W06,NK-JORDAN-RED-9,2515,547,3062,3122,2570
Raw-Material,FIRM,SUP-China-GZH,Consensus_v2,Buy,Replenishment,ORD-2025-000417,DC-Shanghai-CN,2025-W17,NK-ALPHAFLY-RED-11,598,2614,3212,3093,1759
Raw-Material,FORECAST,SUP-Vietnam-HCM,Consensus_v1,Make,Make-to-Stock,ORD-2025-000418,DC-Tokyo-JP,2025-W48,NK-DUNK-OGR-12,986,76,1062,1045,772
Finished-Goods,FIRM,SUP-Indonesia-JKT,Baseline_v1,Make,Make-to-Stock,ORD-2025-000419,DC-Shanghai-CN,2025-W17,NK-DUNK-BLU-12,177,920,1097,1101,639
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v1,Make,Make-to-Order,ORD-2025-000420,DC-Johannesburg-ZA,2025-W20,NK-METCON-OGR-12,2386,577,2963,2946,1764
WIP,FORECAST,SUP-China-SHH,Baseline_v1,Buy,Replenishment,ORD-2025-000421,DC-Sao-Paulo-BR,2025-W28,NK-METCON-BLU-12,901,265,1166,1108,748
Semi-Finished,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000422,DC-Laakdal-BE,2025-W17,NK-JORDAN-BLU-13,548,91,639,623,447
Semi-Finished,FORECAST,SUP-Bangladesh-DAC,Consensus_v2,Buy,Make-to-Stock,ORD-2025-000423,DC-Portland-OR,2025-W25,NK-LEBRON-OGR-13,1692,251,1943,1916,1490
WIP,FIRM,SUP-Indonesia-JKT,Baseline_v2,Make,Make-to-Stock,ORD-2025-000424,DC-Memphis-TN,2025-W45,NK-VAPORFLY-GRY-10,764,2298,3062,3055,2235
Packaging,FIRM,SUP-Indonesia-JKT,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000425,DC-Dubai-UAE,2025-W24,NK-ZOOM-PEGA-GLD-7,1642,4012,5654,5612,3739
Semi-Finished,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Make,Safety-Stock-Build,ORD-2025-000426,DC-Memphis-TN,2025-W20,NK-METCON-BLU-10,594,72,666,635,534
Semi-Finished,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000427,DC-Shanghai-CN,2025-W52,NK-DUNK-BLK-12,3506,756,4262,4293,2659
Semi-Finished,FORECAST,SUP-China-GZH,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000428,DC-Tokyo-JP,2025-W11,NK-VAPORFLY-GLD-8,1518,155,1673,1687,965
Finished-Goods,FORECAST,SUP-Indonesia-JKT,OP_Plan_2025,Buy,Make-to-Stock,ORD-2025-000429,DC-Laakdal-BE,2025-W38,NK-FREE-RN-GRY-7,851,190,1041,1055,600
Raw-Material,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Make,Make-to-Stock,ORD-2025-000430,DC-Portland-OR,2025-W03,NK-KD-GRY-10,1485,172,1657,1606,855
Finished-Goods,FORECAST,SUP-China-SHH,Baseline_v2,Buy,Replenishment,ORD-2025-000431,DC-Memphis-TN,2025-W12,NK-FREE-RN-RED-7,1973,154,2127,2171,1626
Raw-Material,FORECAST,SUP-China-GZH,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000432,DC-Memphis-TN,2025-W21,NK-ALPHAFLY-NVY-11,980,205,1185,1197,803
Semi-Finished,FIRM,SUP-China-SHH,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000433,DC-Johannesburg-ZA,2025-W23,NK-AIR-FORCE-GRN-12,887,2923,3810,3945,3007
Raw-Material,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000434,DC-Dubai-UAE,2025-W24,NK-BLAZER-OGR-11,1160,3159,4319,4239,3383
Raw-Material,FORECAST,SUP-Mexico-MTY,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000435,DC-Johannesburg-ZA,2025-W12,NK-REACT-PPL-9,1465,156,1621,1614,1075
Finished-Goods,FIRM,SUP-China-SHH,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000436,DC-Tokyo-JP,2025-W02,NK-ALPHAFLY-GRY-8,1441,3107,4548,4532,3522
Semi-Finished,FIRM,SUP-Bangladesh-DAC,Consensus_v2,Buy,Make-to-Order,ORD-2025-000437,DC-Sao-Paulo-BR,2025-W52,NK-JORDAN-PPL-8,657,1678,2335,2299,1675
WIP,FORECAST,SUP-Indonesia-JKT,OP_Plan_2025,Make,Replenishment,ORD-2025-000438,DC-Memphis-TN,2025-W23,NK-DUNK-WHT-13,4225,1082,5307,5413,3246
Semi-Finished,FIRM,SUP-China-GZH,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000439,DC-Johannesburg-ZA,2025-W12,NK-AIR-FORCE-GRN-7,316,1499,1815,1823,1016
Raw-Material,FIRM,SUP-Indonesia-JKT,Consensus_v2,Transfer,Safety-Stock-Build,ORD-2025-000440,DC-Portland-OR,2025-W32,NK-ALPHAFLY-NVY-8,1210,3590,4800,4598,3398
Raw-Material,FORECAST,SUP-Mexico-MTY,Consensus_v2,Transfer,Safety-Stock-Build,ORD-2025-000441,DC-Tokyo-JP,2025-W06,NK-HUARACHE-PPL-11,2897,761,3658,3523,2143
Finished-Goods,FIRM,SUP-China-GZH,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000442,DC-Johannesburg-ZA,2025-W30,NK-CORTEZ-WHT-8,1234,3135,4369,4347,2557
Finished-Goods,FORECAST,SUP-China-SHH,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000443,DC-Dubai-UAE,2025-W28,NK-CORTEZ-NVY-12,3437,894,4331,4118,2609
Raw-Material,FIRM,SUP-Bangladesh-DAC,Consensus_v2,Buy,Make-to-Stock,ORD-2025-000444,DC-Sao-Paulo-BR,2025-W41,NK-JORDAN-BLU-10,1572,3928,5500,5597,3510
Raw-Material,FORECAST,SUP-China-SHH,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000445,DC-Johannesburg-ZA,2025-W40,NK-DUNK-GRY-11,288,34,322,318,185
WIP,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000446,DC-Portland-OR,2025-W14,NK-DUNK-RED-10,1682,422,2104,2181,1228
Raw-Material,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000447,DC-Portland-OR,2025-W48,NK-BLAZER-WHT-10,679,82,761,793,460
Packaging,FIRM,SUP-Vietnam-HCM,Consensus_v1,Buy,Safety-Stock-Build,ORD-2025-000448,DC-Sao-Paulo-BR,2025-W23,NK-AIR-FORCE-GRN-7,413,2612,3025,3054,2237
WIP,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Make,Make-to-Stock,ORD-2025-000449,DC-Sao-Paulo-BR,2025-W13,NK-ALPHAFLY-BLK-8,705,173,878,899,547
Raw-Material,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000450,DC-Portland-OR,2025-W12,NK-CORTEZ-GRY-9,3977,512,4489,4604,3412
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v1,Make,Seasonal-Build,ORD-2025-000451,DC-Tokyo-JP,2025-W19,NK-FREE-RN-GLD-12,1015,253,1268,1211,1017
Finished-Goods,FORECAST,SUP-China-SHH,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000452,DC-Memphis-TN,2025-W05,NK-DUNK-BLK-8,931,159,1090,1141,650
Packaging,FORECAST,SUP-Mexico-MTY,Consensus_v1,Buy,Make-to-Stock,ORD-2025-000453,DC-Shanghai-CN,2025-W49,NK-METCON-GLD-8,2347,217,2564,2553,1910
WIP,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Make,Make-to-Stock,ORD-2025-000454,DC-Tokyo-JP,2025-W14,NK-FREE-RN-OGR-12,437,34,471,456,294
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000455,DC-Shanghai-CN,2025-W16,NK-ALPHAFLY-GRN-7,1924,357,2281,2255,1827
Finished-Goods,FIRM,SUP-India-CHN,Consensus_v1,Buy,Make-to-Stock,ORD-2025-000456,DC-Tokyo-JP,2025-W03,NK-ZOOM-PEGA-BLU-7,468,2466,2934,2925,1794
Packaging,FIRM,SUP-India-CHN,Baseline_v2,Buy,Replenishment,ORD-2025-000457,DC-Tokyo-JP,2025-W13,NK-KD-WHT-12,444,1954,2398,2293,1206
Packaging,FIRM,SUP-Vietnam-HCM,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000458,DC-Sao-Paulo-BR,2025-W36,NK-ZOOM-PEGA-OGR-8,502,3629,4131,3991,3337
Semi-Finished,FORECAST,SUP-China-SHH,Baseline_v1,Buy,Safety-Stock-Build,ORD-2025-000459,DC-Shanghai-CN,2025-W24,NK-LEBRON-BLU-13,4269,535,4804,4820,3094
Finished-Goods,FIRM,SUP-Bangladesh-DAC,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000460,DC-Portland-OR,2025-W15,NK-AIR-MAX-NVY-12,642,2314,2956,3100,2213
Packaging,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Seasonal-Build,ORD-2025-000461,DC-Portland-OR,2025-W10,NK-ALPHAFLY-OGR-10,81,260,341,351,217
Raw-Material,FIRM,SUP-China-GZH,Baseline_v1,Buy,Make-to-Order,ORD-2025-000462,DC-Shanghai-CN,2025-W08,NK-AIR-MAX-RED-9,699,2575,3274,3426,2397
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Transfer,Make-to-Order,ORD-2025-000463,DC-Tokyo-JP,2025-W14,NK-BLAZER-BLK-12,2613,430,3043,2970,2089
Packaging,FORECAST,SUP-India-CHN,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000464,DC-Portland-OR,2025-W07,NK-JORDAN-BLK-8,3939,671,4610,4622,3423
Packaging,FORECAST,SUP-Indonesia-JKT,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000465,DC-Sao-Paulo-BR,2025-W51,NK-DUNK-OGR-9,3261,185,3446,3450,2666
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v2,Transfer,Replenishment,ORD-2025-000466,DC-Dubai-UAE,2025-W22,NK-METCON-BLU-8,224,35,259,253,161
Raw-Material,FIRM,SUP-Cambodia-PNH,Baseline_v1,Make,Replenishment,ORD-2025-000467,DC-Tokyo-JP,2025-W32,NK-VAPORFLY-NVY-10,82,408,490,477,385
WIP,FIRM,SUP-Cambodia-PNH,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000468,DC-Shanghai-CN,2025-W46,NK-CORTEZ-RED-7,703,1856,2559,2635,1540
Semi-Finished,FIRM,SUP-China-SHH,Baseline_v2,Transfer,Replenishment,ORD-2025-000469,DC-Memphis-TN,2025-W22,NK-AIR-MAX-WHT-9,520,2290,2810,2848,2413
Finished-Goods,FORECAST,SUP-India-CHN,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000470,DC-Portland-OR,2025-W40,NK-REACT-OGR-9,3836,1015,4851,5021,2602
Raw-Material,FIRM,SUP-China-SHH,Baseline_v2,Transfer,Replenishment,ORD-2025-000471,DC-Tokyo-JP,2025-W07,NK-AIR-MAX-BLU-10,606,1816,2422,2516,1759
WIP,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000472,DC-Dubai-UAE,2025-W06,NK-LEBRON-NVY-12,1474,177,1651,1590,1311
Finished-Goods,FORECAST,SUP-Bangladesh-DAC,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000473,DC-Sao-Paulo-BR,2025-W18,NK-DUNK-WHT-7,2436,442,2878,2877,2208
Finished-Goods,FORECAST,SUP-Mexico-MTY,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000474,DC-Memphis-TN,2025-W30,NK-KD-OGR-10,2084,283,2367,2350,1996
Raw-Material,FIRM,SUP-India-CHN,Consensus_v1,Make,Make-to-Order,ORD-2025-000475,DC-Sao-Paulo-BR,2025-W38,NK-FREE-RN-OGR-11,604,3469,4073,4171,3024
Semi-Finished,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Make,Replenishment,ORD-2025-000476,DC-Sao-Paulo-BR,2025-W04,NK-ZOOM-PEGA-GLD-7,2791,678,3469,3334,2525
Semi-Finished,FIRM,SUP-Cambodia-PNH,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000477,DC-Laakdal-BE,2025-W47,NK-ALPHAFLY-BLU-8,163,1358,1521,1550,1168
Packaging,FORECAST,SUP-China-GZH,Consensus_v1,Make,Make-to-Order,ORD-2025-000478,DC-Dubai-UAE,2025-W44,NK-BLAZER-RED-13,2137,421,2558,2626,2003
Packaging,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Buy,Make-to-Stock,ORD-2025-000479,DC-Laakdal-BE,2025-W10,NK-DUNK-OGR-7,3916,616,4532,4734,2822
WIP,FORECAST,SUP-Mexico-MTY,Baseline_v1,Buy,Replenishment,ORD-2025-000480,DC-Shanghai-CN,2025-W47,NK-KD-BLU-12,3080,721,3801,3632,2252
WIP,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000481,DC-Tokyo-JP,2025-W07,NK-AIR-MAX-BLK-8,4543,731,5274,5398,3645
Raw-Material,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000482,DC-Memphis-TN,2025-W29,NK-REACT-NVY-13,150,1147,1297,1325,900
Packaging,FIRM,SUP-Mexico-MTY,OP_Plan_2025,Buy,Make-to-Stock,ORD-2025-000483,DC-Portland-OR,2025-W27,NK-VAPORFLY-GRY-9,126,767,893,900,714
Raw-Material,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Buy,Replenishment,ORD-2025-000484,DC-Memphis-TN,2025-W46,NK-HUARACHE-BLU-12,2124,236,2360,2410,1784
WIP,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000485,DC-Memphis-TN,2025-W18,NK-DUNK-GLD-7,3783,1048,4831,4678,2511
Finished-Goods,FIRM,SUP-India-CHN,Consensus_v2,Buy,Make-to-Stock,ORD-2025-000486,DC-Sao-Paulo-BR,2025-W03,NK-BLAZER-OGR-7,649,3267,3916,3970,2421
Raw-Material,FORECAST,SUP-China-GZH,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000487,DC-Laakdal-BE,2025-W15,NK-ALPHAFLY-WHT-10,945,216,1161,1159,585
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Make,Make-to-Order,ORD-2025-000488,DC-Sao-Paulo-BR,2025-W41,NK-AIR-MAX-PPL-13,1598,407,2005,2087,1721
Raw-Material,FIRM,SUP-Vietnam-HCM,Consensus_v2,Make,Seasonal-Build,ORD-2025-000489,DC-Shanghai-CN,2025-W32,NK-JORDAN-GRN-8,691,3209,3900,4047,2302
WIP,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000490,DC-Tokyo-JP,2025-W52,NK-JORDAN-BLK-11,441,115,556,560,380
Raw-Material,FIRM,SUP-India-CHN,Consensus_v2,Transfer,Seasonal-Build,ORD-2025-000491,DC-Dubai-UAE,2025-W26,NK-KD-NVY-10,305,880,1185,1167,851
WIP,FORECAST,SUP-Vietnam-HCM,Consensus_v1,Make,Make-to-Order,ORD-2025-000492,DC-Sao-Paulo-BR,2025-W51,NK-REACT-GLD-13,2781,634,3415,3300,2449
Packaging,FIRM,SUP-China-GZH,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000493,DC-Memphis-TN,2025-W32,NK-METCON-BLK-8,914,3685,4599,4594,2647
Raw-Material,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000494,DC-Tokyo-JP,2025-W15,NK-LEBRON-BLK-13,1018,2455,3473,3393,1700
Raw-Material,FORECAST,SUP-Mexico-MTY,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000495,DC-Memphis-TN,2025-W20,NK-CORTEZ-NVY-9,718,193,911,924,593
Packaging,FIRM,SUP-Indonesia-JKT,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000496,DC-Sao-Paulo-BR,2025-W45,NK-AIR-MAX-GRY-7,827,2720,3547,3610,2104
Semi-Finished,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Make,Make-to-Order,ORD-2025-000497,DC-Dubai-UAE,2025-W03,NK-KD-GLD-13,570,2906,3476,3573,2041
Finished-Goods,FORECAST,SUP-China-SHH,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000498,DC-Johannesburg-ZA,2025-W18,NK-REACT-BLU-7,2801,833,3634,3472,1758
WIP,FIRM,SUP-India-CHN,Consensus_v1,Make,Make-to-Stock,ORD-2025-000499,DC-Dubai-UAE,2025-W24,NK-HUARACHE-BLK-10,595,2806,3401,3486,2353
Raw-Material,FIRM,SUP-India-CHN,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000500,DC-Dubai-UAE,2025-W30,NK-JORDAN-OGR-9,1247,3819,5066,4938,4042
Finished-Goods,FORECAST,SUP-China-GZH,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000501,DC-Sao-Paulo-BR,2025-W27,NK-HUARACHE-WHT-8,1358,262,1620,1694,1351
Finished-Goods,FORECAST,SUP-China-GZH,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000502,DC-Sao-Paulo-BR,2025-W16,NK-VAPORFLY-GLD-13,1808,354,2162,2216,1686
Semi-Finished,FIRM,SUP-Bangladesh-DAC,OP_Plan_2025,Buy,Replenishment,ORD-2025-000503,DC-Sao-Paulo-BR,2025-W33,NK-CORTEZ-OGR-13,221,777,998,955,670
Raw-Material,FIRM,SUP-Vietnam-HCM,Baseline_v2,Make,Make-to-Order,ORD-2025-000504,DC-Johannesburg-ZA,2025-W18,NK-JORDAN-GRN-10,1119,2372,3491,3484,2334
Packaging,FIRM,SUP-China-GZH,Consensus_v1,Transfer,Make-to-Order,ORD-2025-000505,DC-Portland-OR,2025-W13,NK-REACT-GLD-12,797,1725,2522,2480,2066
WIP,FORECAST,SUP-Indonesia-JKT,Baseline_v2,Transfer,Replenishment,ORD-2025-000506,DC-Sao-Paulo-BR,2025-W42,NK-REACT-WHT-11,3079,370,3449,3416,2815
Packaging,FORECAST,SUP-India-CHN,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000507,DC-Dubai-UAE,2025-W04,NK-CORTEZ-BLK-8,1716,338,2054,2039,1238
WIP,FORECAST,SUP-Bangladesh-DAC,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000508,DC-Dubai-UAE,2025-W29,NK-ALPHAFLY-GRN-9,171,29,200,200,101
WIP,FORECAST,SUP-Indonesia-JKT,Baseline_v2,Make,Replenishment,ORD-2025-000509,DC-Johannesburg-ZA,2025-W26,NK-ALPHAFLY-GLD-9,373,36,409,403,216
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Replenishment,ORD-2025-000510,DC-Memphis-TN,2025-W06,NK-CORTEZ-GRY-12,2761,186,2947,2890,1817
Packaging,FORECAST,SUP-Cambodia-PNH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000511,DC-Portland-OR,2025-W21,NK-REACT-WHT-8,2349,578,2927,2806,2322
WIP,FIRM,SUP-China-SHH,Consensus_v2,Transfer,Replenishment,ORD-2025-000512,DC-Sao-Paulo-BR,2025-W02,NK-ZOOM-PEGA-WHT-7,997,2175,3172,3100,1983
Packaging,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000513,DC-Memphis-TN,2025-W25,NK-REACT-RED-10,81,349,430,449,366
Finished-Goods,FIRM,SUP-Vietnam-HCM,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000514,DC-Dubai-UAE,2025-W05,NK-AIR-MAX-BLK-12,410,1497,1907,1975,1134
Raw-Material,FORECAST,SUP-China-SHH,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000515,DC-Shanghai-CN,2025-W13,NK-ALPHAFLY-GRN-11,3507,1013,4520,4499,3435
Raw-Material,FORECAST,SUP-India-CHN,Consensus_v2,Transfer,Make-to-Order,ORD-2025-000516,DC-Sao-Paulo-BR,2025-W36,NK-CORTEZ-GRN-11,3525,934,4459,4435,2375
Semi-Finished,FIRM,SUP-China-SHH,Consensus_v1,Make,Make-to-Order,ORD-2025-000517,DC-Tokyo-JP,2025-W23,NK-FREE-RN-RED-10,521,1459,1980,1957,1264
Semi-Finished,FIRM,SUP-China-SHH,Consensus_v1,Buy,Seasonal-Build,ORD-2025-000518,DC-Memphis-TN,2025-W23,NK-HUARACHE-BLK-12,878,2244,3122,3126,2602
WIP,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Buy,Make-to-Order,ORD-2025-000519,DC-Shanghai-CN,2025-W25,NK-LEBRON-PPL-13,3424,548,3972,3968,2779
WIP,FIRM,SUP-Indonesia-JKT,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000520,DC-Tokyo-JP,2025-W50,NK-CORTEZ-GLD-13,676,3454,4130,4113,2498
Semi-Finished,FIRM,SUP-India-CHN,Consensus_v1,Make,Make-to-Stock,ORD-2025-000521,DC-Sao-Paulo-BR,2025-W01,NK-METCON-BLK-8,183,840,1023,1046,551
Raw-Material,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Transfer,Seasonal-Build,ORD-2025-000522,DC-Memphis-TN,2025-W32,NK-AIR-FORCE-OGR-9,355,99,454,470,292
WIP,FORECAST,SUP-Mexico-MTY,Consensus_v2,Make,Make-to-Order,ORD-2025-000523,DC-Tokyo-JP,2025-W26,NK-KD-WHT-7,1025,98,1123,1132,857
WIP,FORECAST,SUP-China-GZH,Consensus_v1,Transfer,Make-to-Stock,ORD-2025-000524,DC-Johannesburg-ZA,2025-W39,NK-REACT-BLU-11,4375,509,4884,4665,2518
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000525,DC-Sao-Paulo-BR,2025-W52,NK-JORDAN-WHT-8,664,126,790,766,618
Semi-Finished,FORECAST,SUP-China-GZH,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000526,DC-Dubai-UAE,2025-W10,NK-REACT-GRY-11,631,162,793,790,666
Finished-Goods,FORECAST,SUP-India-CHN,Baseline_v2,Transfer,Replenishment,ORD-2025-000527,DC-Johannesburg-ZA,2025-W22,NK-ZOOM-PEGA-BLK-10,2266,471,2737,2617,1480
WIP,FIRM,SUP-China-GZH,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000528,DC-Memphis-TN,2025-W33,NK-CORTEZ-PPL-11,228,1036,1264,1262,810
Packaging,FORECAST,SUP-China-SHH,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000529,DC-Sao-Paulo-BR,2025-W23,NK-VAPORFLY-BLK-11,392,100,492,493,343
WIP,FIRM,SUP-Mexico-MTY,Consensus_v1,Make,Seasonal-Build,ORD-2025-000530,DC-Johannesburg-ZA,2025-W24,NK-AIR-FORCE-PPL-7,79,676,755,777,602
Packaging,FORECAST,SUP-Cambodia-PNH,OP_Plan_2025,Make,Replenishment,ORD-2025-000531,DC-Dubai-UAE,2025-W42,NK-ZOOM-PEGA-BLU-11,870,93,963,935,491
Semi-Finished,FORECAST,SUP-India-CHN,Consensus_v2,Transfer,Safety-Stock-Build,ORD-2025-000532,DC-Tokyo-JP,2025-W33,NK-DUNK-OGR-8,3778,681,4459,4587,3388
Packaging,FORECAST,SUP-Cambodia-PNH,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000533,DC-Memphis-TN,2025-W18,NK-ZOOM-PEGA-NVY-10,2641,154,2795,2756,1770
Packaging,FORECAST,SUP-China-GZH,Consensus_v1,Transfer,Seasonal-Build,ORD-2025-000534,DC-Sao-Paulo-BR,2025-W46,NK-DUNK-GLD-13,3590,735,4325,4272,3396
